"","year","month","region","sal_base"
"179",1996,3,"Yolo Bypass",0.16768313319742
"180",1996,4,"Confluence",0.0860035289374853
"181",1996,4,"East Delta",0.0505231283824882
"182",1996,4,"Lower Sacramento River",0.086465853846316
"183",1996,4,"Lower San Joaquin River",0.103264115436016
"184",1996,4,"NE Suisun",0.32784646990094
"185",1996,4,"NW Suisun",0.499885030900426
"186",1996,4,"SE Suisun",0.133703707567501
"187",1996,4,"SW Suisun",1.76331445587078
"188",1996,4,"Sacramento River",0.0891996015735828
"189",1996,4,"South Delta",0.141329485426945
"190",1996,4,"Suisun Marsh",0.840233841331629
"191",1996,4,"Yolo Bypass",0.109048079728248
"192",1996,5,"Confluence",0.0820330401001559
"193",1996,5,"East Delta",0.0358954804556661
"194",1996,5,"Lower Sacramento River",0.0586324418540192
"195",1996,5,"Lower San Joaquin River",0.0850698635369323
"196",1996,5,"NE Suisun",0.221647940561434
"197",1996,5,"NW Suisun",1.14380452186648
"198",1996,5,"SE Suisun",0.591009821337841
"199",1996,5,"SW Suisun",3.60149753647952
"200",1996,5,"Sacramento River",0.0532755397605168
"201",1996,5,"South Delta",0.132843405872465
"202",1996,5,"Suisun Marsh",0.869377764765454
"203",1996,5,"Yolo Bypass",0.0903161763532986
"204",1996,6,"Confluence",0.107167724773736
"205",1996,6,"East Delta",0.0510026131581893
"206",1996,6,"Lower Sacramento River",0.0755517368163253
"207",1996,6,"Lower San Joaquin River",0.0854712199629091
"208",1996,6,"NE Suisun",1.08956759764702
"209",1996,6,"NW Suisun",1.82856144669227
"210",1996,6,"SE Suisun",0.610349596341476
"211",1996,6,"SW Suisun",4.90068193142188
"212",1996,6,"Sacramento River",0.0802776693561695
"213",1996,6,"South Delta",0.128285808560348
"214",1996,6,"Suisun Marsh",0.628540484142972
"215",1996,6,"Yolo Bypass",0.0718340878238095
"216",1996,7,"Confluence",0.415407488069318
"217",1996,7,"East Delta",0.0506836953448811
"218",1996,7,"Lower Sacramento River",0.0987973462036922
"219",1996,7,"Lower San Joaquin River",0.104933682515061
"220",1996,7,"NE Suisun",2.82347150112147
"221",1996,7,"NW Suisun",5.33829605205619
"222",1996,7,"SE Suisun",2.10038601992673
"223",1996,7,"SW Suisun",6.81717709786941
"224",1996,7,"Sacramento River",0.0722651513394856
"225",1996,7,"South Delta",0.152686900244848
"226",1996,7,"Suisun Marsh",2.33143040970482
"227",1996,7,"Yolo Bypass",0.0680025788611174
"228",1996,8,"Confluence",0.689196919117657
"229",1996,8,"East Delta",0.0593038948718973
"230",1996,8,"Lower Sacramento River",0.134261580225559
"231",1996,8,"Lower San Joaquin River",0.162371941824171
"232",1996,8,"NE Suisun",4.43545053782408
"233",1996,8,"NW Suisun",7.05566374214766
"234",1996,8,"SE Suisun",4.10169128250466
"235",1996,8,"SW Suisun",12.4569773868841
"236",1996,8,"Sacramento River",0.0732386658627721
"237",1996,8,"South Delta",0.165174173116864
"238",1996,8,"Suisun Marsh",4.29817423423599
"239",1996,8,"Yolo Bypass",0.0730309670554583
"240",1996,9,"Confluence",0.664055479012371
"241",1996,9,"East Delta",0.081257777584496
"242",1996,9,"Lower Sacramento River",0.206736229320765
"243",1996,9,"Lower San Joaquin River",0.178027917966754
"244",1996,9,"NE Suisun",2.53853703378619
"245",1996,9,"NW Suisun",5.77038408528919
"246",1996,9,"SE Suisun",3.29069353461989
"247",1996,9,"SW Suisun",10.2165355435982
"248",1996,9,"Sacramento River",0.0988481426418171
"249",1996,9,"South Delta",0.159430848570792
"250",1996,9,"Suisun Marsh",4.57224879801675
"251",1996,9,"Yolo Bypass",0.0970161165452006
"252",1996,10,"Confluence",3.29297890108421
"253",1996,10,"East Delta",0.0563508910792058
"254",1996,10,"Lower Sacramento River",0.73042762168767
"255",1996,10,"Lower San Joaquin River",0.29408758797343
"256",1996,10,"NE Suisun",6.81033535850388
"257",1996,10,"NW Suisun",9.15902848657978
"258",1996,10,"SE Suisun",6.9413507586251
"259",1996,10,"SW Suisun",13.2751271248309
"260",1996,10,"Sacramento River",0.0714074617719319
"261",1996,10,"South Delta",0.161055665460105
"262",1996,10,"Suisun Marsh",8.00091406126052
"263",1996,10,"Yolo Bypass",0.093172830551995
"264",1996,11,"Confluence",2.74596770778842
"265",1996,11,"East Delta",0.0514815794984289
"266",1996,11,"Lower Sacramento River",1.08341897378945
"267",1996,11,"Lower San Joaquin River",0.364645074991253
"268",1996,11,"NE Suisun",6.35838338423329
"269",1996,11,"NW Suisun",10.0232848934375
"270",1996,11,"SE Suisun",7.44515950406347
"271",1996,11,"SW Suisun",14.6067152860895
"272",1996,11,"Sacramento River",0.0924734646493251
"273",1996,11,"South Delta",0.175805338253027
"274",1996,11,"Suisun Marsh",5.73057034730268
"275",1996,11,"Yolo Bypass",0.114826760523388
"276",1996,12,"Confluence",0.15626921450531
"277",1996,12,"East Delta",0.0301300587922403
"278",1996,12,"Lower Sacramento River",0.101273467386956
"279",1996,12,"Lower San Joaquin River",0.178585709649814
"280",1996,12,"NE Suisun",2.94034443500593
"281",1996,12,"NW Suisun",5.6701515664099
"282",1996,12,"SE Suisun",1.38534568313511
"283",1996,12,"SW Suisun",9.20537755941487
"284",1996,12,"Sacramento River",0.0522014958404134
"285",1996,12,"South Delta",0.0975473750916611
"286",1996,12,"Suisun Marsh",2.72663721007557
"287",1996,12,"Yolo Bypass",0.0783014152093849
"288",1997,1,"Confluence",0.0622055041779137
"289",1997,1,"Lower Sacramento River",0.0583751354954841
"290",1997,1,"Lower San Joaquin River",0.0648897863171049
"291",1997,1,"NW Suisun",0.104710571442249
"292",1997,1,"SE Suisun",0.0618601542694444
"293",1997,1,"SW Suisun",0.0629746089285748
"294",1997,1,"Sacramento River",0.045426313413013
"295",1997,1,"South Delta",0.0902950861212667
"296",1997,1,"Suisun Marsh",0.699419035701652
"297",1997,2,"Confluence",0.0720760413602742
"298",1997,2,"East Delta",0.0344545494181346
"299",1997,2,"Lower Sacramento River",0.165399323515906
"300",1997,2,"Lower San Joaquin River",0.0822099017445645
"301",1997,2,"NE Suisun",0.0667274720570588
"302",1997,2,"NW Suisun",0.0907830534698424
"303",1997,2,"SE Suisun",0.0709032320303576
"304",1997,2,"SW Suisun",0.198861008602705
"305",1997,2,"Sacramento River",0.06673623346172
"306",1997,2,"South Delta",0.0733093524158931
"307",1997,2,"Suisun Marsh",0.894081245683755
"308",1997,2,"Yolo Bypass",0.11868597368388
"309",1997,3,"Confluence",0.071485982406876
"310",1997,3,"East Delta",0.0423613104572187
"311",1997,3,"Lower Sacramento River",0.0959613801283528
"312",1997,3,"Lower San Joaquin River",0.0779768000081922
"313",1997,3,"NE Suisun",0.0974801321531358
"314",1997,3,"NW Suisun",0.363883958861086
"315",1997,3,"SE Suisun",0.138270280999113
"316",1997,3,"SW Suisun",1.65232090429861
"317",1997,3,"Sacramento River",0.0713400939394988
"318",1997,3,"South Delta",0.0959359910101071
"319",1997,3,"Suisun Marsh",1.03893922817382
"320",1997,3,"Yolo Bypass",0.124480601103396
"321",1997,4,"Confluence",0.291231163300657
"322",1997,4,"East Delta",0.0510023624275387
"323",1997,4,"Lower Sacramento River",0.11558221514638
"324",1997,4,"Lower San Joaquin River",0.121900006570214
"325",1997,4,"NE Suisun",3.13080671363005
"326",1997,4,"NW Suisun",5.64928054058396
"327",1997,4,"SE Suisun",1.52863470007875
"328",1997,4,"SW Suisun",7.51724984729134
"329",1997,4,"Sacramento River",0.104400808882395
"330",1997,4,"South Delta",0.18101589844833
"331",1997,4,"Suisun Marsh",1.588765425093
"332",1997,4,"Yolo Bypass",0.105914279304554
"333",1997,5,"Confluence",0.312264529965025
"334",1997,5,"East Delta",0.0653686789181805
"335",1997,5,"Lower Sacramento River",0.154857605071572
"336",1997,5,"Lower San Joaquin River",0.137207009298334
"337",1997,5,"NE Suisun",1.36249603601159
"338",1997,5,"NW Suisun",5.43165393431467
"339",1997,5,"SE Suisun",1.12391139163005
"340",1997,5,"SW Suisun",7.15177770868922
"341",1997,5,"Sacramento River",0.110031779453343
"342",1997,5,"South Delta",0.152144162717082
"343",1997,5,"Suisun Marsh",2.54500117065688
"344",1997,5,"Yolo Bypass",0.106166284363887
"345",1997,6,"Confluence",1.15558979063084
"346",1997,6,"East Delta",0.0631342189532761
"347",1997,6,"Lower Sacramento River",0.223245102964528
"348",1997,6,"Lower San Joaquin River",0.138667590129032
"349",1997,6,"NE Suisun",4.54685192931727
"350",1997,6,"NW Suisun",6.10415983846182
"351",1997,6,"SE Suisun",2.88368899016783
"352",1997,6,"SW Suisun",10.2831666881624
"353",1997,6,"Sacramento River",0.0902061294463107
"354",1997,6,"South Delta",0.166801341066122
"355",1997,6,"Suisun Marsh",3.56911621176476
"356",1997,6,"Yolo Bypass",0.0881393759108452
"357",1997,7,"Confluence",1.12821160923671
"358",1997,7,"East Delta",0.0664861185475969
"359",1997,7,"Lower Sacramento River",0.213470393648606
"360",1997,7,"Lower San Joaquin River",0.2002588408345
"361",1997,7,"NE Suisun",4.52313026047495
"362",1997,7,"NW Suisun",8.22909342076923
"363",1997,7,"SE Suisun",3.59252535709805
"364",1997,7,"SW Suisun",10.1340478088276
"365",1997,7,"Sacramento River",0.136520726057179
"366",1997,7,"South Delta",0.1693709658884
"367",1997,7,"Suisun Marsh",5.21334951729351
"368",1997,7,"Yolo Bypass",0.408672082087058
"369",1997,8,"Confluence",1.18113923541728
"370",1997,8,"East Delta",0.0640918079605664
"371",1997,8,"Lower Sacramento River",0.118209495985681
"372",1997,8,"Lower San Joaquin River",0.237149511724446
"373",1997,8,"NE Suisun",3.87179114717164
"374",1997,8,"NW Suisun",7.84806464710971
"375",1997,8,"SE Suisun",3.64391716416461
"376",1997,8,"SW Suisun",11.7878277135511
"377",1997,8,"Sacramento River",0.0732841042723704
"378",1997,8,"South Delta",0.176038992254025
"379",1997,8,"Suisun Marsh",5.09653865273923
"380",1997,8,"Yolo Bypass",0.0691993652650217
"381",1997,9,"Confluence",0.557415130643491
"382",1997,9,"East Delta",0.0899722763740868
"383",1997,9,"Lower Sacramento River",0.130637078674326
"384",1997,9,"Lower San Joaquin River",0.16843729739559
"385",1997,9,"NE Suisun",2.39105117828757
"386",1997,9,"NW Suisun",5.13114594590062
"387",1997,9,"SE Suisun",2.56638438708394
"388",1997,9,"SW Suisun",8.23186398635396
"389",1997,9,"Sacramento River",0.100979957750169
"390",1997,9,"South Delta",0.164645707411876
"391",1997,9,"Suisun Marsh",5.02273226731033
"392",1997,9,"Yolo Bypass",0.103748164885434
"393",1997,10,"Confluence",3.12484645461122
"394",1997,10,"East Delta",0.0545922871924304
"395",1997,10,"Lower Sacramento River",1.01036832707185
"396",1997,10,"Lower San Joaquin River",0.744655133511759
"397",1997,10,"NE Suisun",8.63971555454885
"398",1997,10,"NW Suisun",11.5151701806353
"399",1997,10,"SE Suisun",6.19158368694742
"400",1997,10,"SW Suisun",11.6404736229855
"401",1997,10,"Sacramento River",0.0864871464390361
"402",1997,10,"South Delta",0.242620325257803
"403",1997,10,"Suisun Marsh",7.08172940815819
"404",1997,10,"Yolo Bypass",0.101823874641556
"405",1997,11,"Confluence",4.91666212118793
"406",1997,11,"East Delta",0.0739900720505453
"407",1997,11,"Lower Sacramento River",1.2942137537119
"408",1997,11,"Lower San Joaquin River",0.908940832164094
"409",1997,11,"NE Suisun",9.95384738931188
"410",1997,11,"NW Suisun",12.9015141750648
"411",1997,11,"SE Suisun",8.60325064562423
"412",1997,11,"SW Suisun",14.623219009323
"413",1997,11,"Sacramento River",0.0914907232793025
"414",1997,11,"South Delta",0.21610239246562
"415",1997,11,"Suisun Marsh",5.94951603471013
"416",1997,11,"Yolo Bypass",0.0922123959752611
"417",1997,12,"Confluence",1.38415968319909
"418",1997,12,"East Delta",0.0565881624068317
"419",1997,12,"Lower Sacramento River",0.370100249945402
"420",1997,12,"Lower San Joaquin River",0.531233652294124
"421",1997,12,"NE Suisun",3.57700233200071
"422",1997,12,"NW Suisun",6.74911379041611
"423",1997,12,"SE Suisun",4.02730319294693
"424",1997,12,"SW Suisun",10.418745657863
"425",1997,12,"Sacramento River",0.0838067930331159
"426",1997,12,"South Delta",0.239914322732645
"427",1997,12,"Suisun Marsh",2.54361222736186
"428",1997,12,"Yolo Bypass",0.132217831107467
"429",1998,1,"Confluence",1.01106664626294
"430",1998,1,"East Delta",0.0431726736972329
"431",1998,1,"Lower Sacramento River",0.148263776431208
"432",1998,1,"Lower San Joaquin River",0.273191533843502
"433",1998,1,"NE Suisun",3.64860503877659
"434",1998,1,"NW Suisun",7.55742265759999
"435",1998,1,"SE Suisun",3.53202662693427
"436",1998,1,"SW Suisun",9.14972043793819
"437",1998,1,"Sacramento River",0.0992073344332444
"438",1998,1,"South Delta",0.18391884154095
"439",1998,1,"Suisun Marsh",1.89046636697127
"440",1998,1,"Yolo Bypass",0.137060113854421
"441",1998,2,"Confluence",0.0893234337051098
"442",1998,2,"Lower Sacramento River",0.113176093821803
"443",1998,2,"Lower San Joaquin River",0.137776957626457
"444",1998,2,"NE Suisun",0.143847807902517
"445",1998,2,"NW Suisun",0.178140473503324
"446",1998,2,"SE Suisun",0.0990001867714007
"447",1998,2,"SW Suisun",0.119973536119157
"448",1998,2,"Sacramento River",0.103579452925219
"449",1998,2,"South Delta",0.117852076030086
"450",1998,2,"Suisun Marsh",0.52330453791134
"451",1998,3,"Confluence",0.0900446465102188
"452",1998,3,"East Delta",0.042530408904075
"453",1998,3,"Lower Sacramento River",0.101652792068404
"454",1998,3,"Lower San Joaquin River",0.112083295844179
"455",1998,3,"NE Suisun",0.0785285734537641
"456",1998,3,"NW Suisun",0.102758410114912
"457",1998,3,"SE Suisun",0.0908631416963873
"458",1998,3,"SW Suisun",0.465949527332394
"459",1998,3,"Sacramento River",0.0852702301857878
"460",1998,3,"South Delta",0.141201073056421
"461",1998,3,"Suisun Marsh",0.749055868886102
"462",1998,3,"Yolo Bypass",0.121582408340342
"463",1998,4,"Confluence",0.102109221575621
"464",1998,4,"East Delta",0.0656084714432848
"465",1998,4,"Lower Sacramento River",0.0999174592193426
"466",1998,4,"Lower San Joaquin River",0.134107724119806
"467",1998,4,"NE Suisun",0.100681840727985
"468",1998,4,"NW Suisun",0.115486678552437
"469",1998,4,"SE Suisun",0.109317518295444
"470",1998,4,"SW Suisun",0.941157276286644
"471",1998,4,"Sacramento River",0.113969683726568
"472",1998,4,"South Delta",0.112089664482187
"473",1998,4,"Suisun Marsh",0.847320212485771
"474",1998,5,"Confluence",0.0806395804905825
"475",1998,5,"East Delta",0.0490859813245904
"476",1998,5,"Lower Sacramento River",0.0783792553433893
"477",1998,5,"Lower San Joaquin River",0.0998021751026133
"478",1998,5,"NE Suisun",0.0840139319083092
"479",1998,5,"NW Suisun",0.153990595174013
"480",1998,5,"SE Suisun",0.087225745713043
"481",1998,5,"SW Suisun",0.819549203660913
"482",1998,5,"Sacramento River",0.0809187901999853
"483",1998,5,"South Delta",0.0960341410087975
"484",1998,5,"Suisun Marsh",0.858043511433681
"485",1998,5,"Yolo Bypass",0.101124688195318
"486",1998,6,"Confluence",0.0698386695707242
"487",1998,6,"East Delta",0.0431755184713807
"488",1998,6,"Lower Sacramento River",0.0712326345137958
"489",1998,6,"Lower San Joaquin River",0.0797440871826751
"490",1998,6,"NE Suisun",0.0711599011177482
"491",1998,6,"NW Suisun",0.153628569939585
"492",1998,6,"SE Suisun",0.0799652621586942
"493",1998,6,"SW Suisun",0.435247117015308
"494",1998,6,"Sacramento River",0.0739915390348318
"495",1998,6,"South Delta",0.0813970180669868
"496",1998,6,"Suisun Marsh",0.749285040886055
"497",1998,6,"Yolo Bypass",0.126814225959117
"498",1998,7,"Confluence",0.0738809462005008
"499",1998,7,"East Delta",0.0385372680212466
"500",1998,7,"Lower Sacramento River",0.0761052296331148
"501",1998,7,"Lower San Joaquin River",0.0764308601721928
"502",1998,7,"NE Suisun",0.174603569062636
"503",1998,7,"NW Suisun",0.897324992752068
"504",1998,7,"SE Suisun",0.144261972630255
"505",1998,7,"SW Suisun",2.37907785998592
"506",1998,7,"Sacramento River",0.0744703265372094
"507",1998,7,"South Delta",0.0799961003701624
"508",1998,7,"Suisun Marsh",0.408578518823048
"509",1998,7,"Yolo Bypass",0.120465803311397
"510",1998,8,"Confluence",0.109005383633198
"511",1998,8,"East Delta",0.0457320980467137
"512",1998,8,"Lower Sacramento River",0.0984629804956432
"513",1998,8,"Lower San Joaquin River",0.100616896788183
"514",1998,8,"NE Suisun",1.00136587950927
"515",1998,8,"NW Suisun",2.49607767818012
"516",1998,8,"SE Suisun",0.431197042697308
"517",1998,8,"SW Suisun",4.96441681281065
"518",1998,8,"Sacramento River",0.0957140335948587
"519",1998,8,"South Delta",0.116094471566958
"520",1998,8,"Suisun Marsh",0.820694392720731
"521",1998,9,"Confluence",0.0990267134498939
"522",1998,9,"East Delta",0.0731111510039949
"523",1998,9,"Lower Sacramento River",0.0772384908557418
"524",1998,9,"Lower San Joaquin River",0.0775183452900771
"525",1998,9,"NE Suisun",0.590682185474299
"526",1998,9,"NW Suisun",2.13652441327256
"527",1998,9,"SE Suisun",0.947514895311087
"528",1998,9,"SW Suisun",5.65441828507935
"529",1998,9,"Sacramento River",0.0731046390470906
"530",1998,9,"South Delta",0.107057486955349
"531",1998,9,"Suisun Marsh",1.02735782879843
"532",1998,9,"Yolo Bypass",0.118203404141252
"533",1998,10,"Confluence",0.284804779910008
"534",1998,10,"East Delta",0.0736703770779967
"535",1998,10,"Lower Sacramento River",0.0764843997527162
"536",1998,10,"Lower San Joaquin River",0.0862787888553378
"537",1998,10,"NE Suisun",1.8227359906528
"538",1998,10,"NW Suisun",2.89412020499956
"539",1998,10,"SE Suisun",2.80061012957412
"540",1998,10,"SW Suisun",9.04594227624031
"541",1998,10,"Sacramento River",0.0711660796909635
"542",1998,10,"South Delta",0.0993777635605364
"543",1998,10,"Suisun Marsh",1.22014933888329
"544",1998,10,"Yolo Bypass",0.10856197703083
"545",1998,11,"Confluence",0.985489524315522
"546",1998,11,"East Delta",0.0599362652243089
"547",1998,11,"Lower Sacramento River",0.119143609808872
"548",1998,11,"Lower San Joaquin River",0.139967030778669
"549",1998,11,"NE Suisun",3.19779567170539
"550",1998,11,"NW Suisun",6.26149688332808
"551",1998,11,"SE Suisun",3.50689399160913
"552",1998,11,"SW Suisun",8.92270952032425
"553",1998,11,"Sacramento River",0.0957999595073659
"554",1998,11,"South Delta",0.169122298918515
"555",1998,11,"Suisun Marsh",1.83845045957528
"556",1998,11,"Yolo Bypass",0.0898119590315935
"557",1998,12,"Confluence",0.930856212053607
"558",1998,12,"East Delta",0.0423763240769582
"559",1998,12,"Lower Sacramento River",0.051289041131694
"560",1998,12,"Lower San Joaquin River",0.0626327795441804
"561",1998,12,"NE Suisun",0.117524114754253
"562",1998,12,"NW Suisun",1.1285663252357
"563",1998,12,"SE Suisun",0.886027678675932
"564",1998,12,"SW Suisun",5.49094658482471
"565",1998,12,"Sacramento River",0.0526795292694621
