"Year","Month","Region","NJ_BPUV","JA_BPUV","JAC_BPUV","NJAC_BPUV","M_BPUV","JACM_BPUV","NJACM_BPUV","ACM_BPUV"
1974,"January","Far West",NA,NA,NA,NA,NA,NA,NA,NA
1974,"February","Far West",NA,NA,NA,NA,NA,NA,NA,NA
1974,"March","Far West",20166.5,83963.3,83963.3,86086.1,24.19,83987.49,86110.29,65943.79
1974,"April","Far West",213.1,761.1,1506,1509.05,4.365,1510.365,1513.415,1300.315
1974,"May","Far West",19385.4,51868,53672.05,54027.75,42.595,53714.645,54070.345,34684.945
1974,"June","Far West",2763.8,4523.45,4523.45,4565.7,8.53,4531.98,4574.23,1810.43
1974,"July","Far West",815.8,1270.05,1270.05,1348.05,3.795,1273.845,1351.845,536.045
1974,"August","Far West",4034.35,10032.15,10032.15,10206.65,2.19,10034.34,10208.84,6174.49
1974,"September","Far West",1456.7,11949.9,11949.9,12030.2,7.22,11957.12,12037.42,10580.72
1974,"October","Far West",1727.45,7193.25,7193.25,7287.8,16.52,7209.77,7304.32,5576.87
1974,"November","Far West",3454.2,3448.7,3448.7,3454.2,1.73,3450.43,3455.93,1.73
1974,"December","Far West",4670.78,9370.69,9370.69,9389.74,5.449,9376.139,9395.189,4724.409
1975,"January","Far West",5887.36,15292.68,15292.68,15325.28,9.168,15301.848,15334.448,9447.088
1975,"February","Far West",7103.94,21214.67,21214.67,21260.82,12.887,21227.557,21273.707,14169.767
1975,"March","Far West",8320.52,27136.66,27136.66,27196.36,16.606,27153.266,27212.966,18892.446
1975,"April","Far West",9537.1,33058.65,33058.65,33131.9,20.325,33078.975,33152.225,23615.125
1975,"May","Far West",2301.45,4278.95,4278.95,4352.5,21.72,4300.67,4374.22,2072.77
1975,"June","Far West",5820.9,10975.15,10975.15,10999.65,54.73,11029.88,11054.38,5233.48
1975,"July","Far West",15769.15,34509,34567.65,34599.85,48.75,34616.4,34648.6,18879.45
1975,"August","Far West",639.9,3097.35,3097.35,3133,2.61,3099.96,3135.61,2495.71
1975,"September","Far West",1384.55,5240.9,5288.85,5331.85,2.565,5291.415,5334.415,3949.865
1975,"October","Far West",478.95,823.45,827.75,871.9,1.2,828.95,873.1,394.15
1975,"November","Far West",2022.7,2191.3,2191.3,2191.3,2.08,2193.38,2193.38,170.68
1975,"December","Far West",1673.4,1798.55,1798.55,1799.85,1.77,1800.32,1801.62,128.22
1976,"January","Far West",1324.1,1405.8,1405.8,1408.4,1.46,1407.26,1409.86,85.76
1976,"February","Far West",974.8,1013.05,1013.05,1016.95,1.15,1014.2,1018.1,43.3
1976,"March","Far West",625.5,620.3,620.3,625.5,0.84,621.14,626.34,0.84
1976,"April","Far West",1710,1697.25,1697.25,1710,0.65,1697.9,1710.65,0.65
1976,"May","Far West",2376.15,2406.25,2406.25,2415.15,2.505,2408.755,2417.655,41.505
1976,"June","Far West",1948.85,2011.35,2011.35,2015.5,2,2013.35,2017.5,68.65
1976,"July","Far West",4457.3,4552.6,4552.6,4566,0.085,4552.685,4566.085,108.785
1976,"August","Far West",5222.45,5212.85,5212.85,5222.45,0.005,5212.855,5222.455,0.005
1976,"September","Far West",2833.75,2978.8,2978.8,2985.15,0.01,2978.81,2985.16,151.41
1976,"October","Far West",8099.05,8231.4,8231.4,8231.4,0,8231.4,8231.4,132.35
1976,"November","Far West",5919,5919,5965.4,5965.4,0.18,5965.58,5965.58,46.58
1976,"December","Far West",4569.1,4599.725,4634.525,4635.025,0.22,4634.745,4635.245,66.145
1977,"January","Far West",3219.2,3280.45,3303.65,3304.65,0.26,3303.91,3304.91,85.71
1977,"February","Far West",1869.3,1961.175,1972.775,1974.275,0.3,1973.075,1974.575,105.275
1977,"March","Far West",519.4,641.9,641.9,643.9,0.34,642.24,644.24,124.84
1977,"April","Far West",1804.3,1938.5,1938.5,1947.9,0.21,1938.71,1948.11,143.81
1977,"May","Far West",3961.6,3943.45,3943.45,3961.6,0.04,3943.49,3961.64,0.04
1977,"June","Far West",5083.1,5080.65,5080.65,5083.1,0,5080.65,5083.1,0
1977,"July","Far West",6526,6524.6,6524.6,6526,0,6524.6,6526,0
1977,"August","Far West",6911.55,6907.75,6936.35,6940.15,0,6936.35,6940.15,28.6
1977,"September","Far West",15255.15,15391.3,15391.3,15397.7,0,15391.3,15397.7,142.55
1977,"October","Far West",11936.8,12020.35,12020.35,12023.25,0,12020.35,12023.25,86.45
1977,"November","Far West",14102.19,20695.37,20802.42,20820.54,0.01,20804.212,20822.332,6720.142
1977,"December","Far West",16267.58,29370.39,29584.49,29617.83,2.2475,29588.074,29621.414,13353.834
1978,"January","Far West",18432.97,38045.41,38366.56,38415.12,4.485,38371.936,38420.496,19987.526
1978,"February","Far West",20598.36,46720.43,47148.63,47212.41,6.7225,47155.798,47219.578,26621.218
1978,"March","Far West",22763.75,55395.45,55930.7,56009.7,8.96,55939.66,56018.66,33254.91
1978,"April","Far West",14071.05,55150.9,55150.9,55176.15,53.45,55204.35,55229.6,41158.55
1978,"May","Far West",2379.8,3383.3,3383.3,3391.25,18.9,3402.2,3410.15,1030.35
1978,"June","Far West",1669.45,1797.4,1797.4,1801.1,2.23,1799.63,1803.33,133.88
1978,"July","Far West",2581.4,3019.7,3057.95,3077.1,0.385,3058.335,3077.485,496.085
1978,"August","Far West",3649.25,3646.8,3646.8,3649.25,0.32,3647.12,3649.57,0.32
1978,"September","Far West",1232.85,1413.05,1413.05,1416.95,0.565,1413.615,1417.515,184.665
1978,"October","Far West",1493.05,1622.8,1622.8,1634.6,1.485,1624.285,1636.085,143.035
1978,"November","Far West",1899.1,2149.7,2149.7,2149.7,0.44,2150.14,2150.14,251.04
1978,"December","Far West",1762.6625,2876.675,2876.675,2899.4625,2.52,2879.195,2901.9825,1139.32
1979,"January","Far West",1626.225,3603.65,3603.65,3649.225,4.6,3608.25,3653.825,2027.6
1979,"February","Far West",1489.7875,4330.625,4330.625,4398.9875,6.68,4337.305,4405.6675,2915.88
1979,"March","Far West",1353.35,5057.6,5057.6,5148.75,8.76,5066.36,5157.51,3804.16
1979,"April","Far West",2540.25,2614.6,2614.6,2655.05,5.765,2620.365,2660.815,120.565
1979,"May","Far West",1322.4,1988,2058.2,2081.75,3.975,2062.175,2085.725,763.325
1979,"June","Far West",887.9,1057.65,1072.6,1147.2,1.72,1074.32,1148.92,261.02
1979,"July","Far West",1270.45,1597.3,1597.3,1618.45,0.26,1597.56,1618.71,348.26
1979,"August","Far West",5026,5091.85,5091.85,5100.65,0.105,5091.955,5100.755,74.755
1979,"September","Far West",9659,9623.4,9623.4,9659,0.01,9623.41,9659.01,0.01
1979,"October","Far West",14647.8,14617.15,14617.15,14647.8,0.04,14617.19,14647.84,0.04
1979,"November","Far West",5096.8,5166.4,5166.4,5174.95,0.28,5166.68,5175.23,78.43
1979,"December","Far West",9027.7125,16768.075,16830.325,16863.4375,4.67,16834.995,16868.1075,7840.395
1980,"January","Far West",12958.625,28369.75,28494.25,28551.925,9.06,28503.31,28560.985,15602.36
1980,"February","Far West",16889.5375,39971.425,40158.175,40240.4125,13.45,40171.625,40253.8625,23364.325
1980,"March","Far West",20820.45,51573.1,51822.1,51928.9,17.84,51839.94,51946.74,31126.29
1980,"April","Far West",2976.9,10147.5,10233.45,10351.1,25.16,10258.61,10376.26,7399.36
1980,"May","Far West",1938.5,2603.9,2603.9,2619.9,81.81,2685.71,2701.71,763.21
1980,"June","Far West",1406.45,2262.15,2408,2437.05,7.895,2415.895,2444.945,1038.495
1980,"July","Far West",781.65,1961.25,1961.25,1997.65,3.715,1964.965,2001.365,1219.715
1980,"August","Far West",419.4,702.75,702.75,722.9,1.08,703.83,723.98,304.58
1980,"September","Far West",2980,4339.1,4339.1,4361.55,0.99,4340.09,4362.54,1382.54
1980,"October","Far West",767,1200.6,1200.6,1214.95,1.685,1202.285,1216.635,449.635
1980,"November","Far West",2476.3,2890.3,2890.3,2890.3,0.34,2890.64,2890.64,414.34
1980,"December","Far West",2763.8,3437.08,3437.08,3439.48,0.5475,3437.378,3439.778,409.478
1981,"January","Far West",3051.3,3983.86,3983.86,3988.66,0.755,3984.116,3988.916,404.616
1981,"February","Far West",3338.8,4530.64,4530.64,4537.84,0.9625,4530.854,4538.054,399.754
1981,"March","Far West",3626.3,5077.42,5077.42,5087.02,1.17,5077.592,5087.192,394.892
1981,"April","Far West",3913.8,5624.2,5624.2,5636.2,0.45,5624.33,5636.33,390.03
1981,"May","Far West",10213.3,10787.2,10787.2,10972.9,2.02,10789.22,10974.92,761.62
1981,"June","Far West",688.5,1140.9,1140.9,1151,2.33,1144.01,1154.11,465.61
1981,"July","Far West",2732.85,2721.9,2721.9,2732.85,0.09,2238.09,2259.99,0.09
1981,"August","Far West",7300.15,7283.55,7283.55,7300.15,0,7283.55,7300.15,0
1981,"September","Far West",6443.35,6538.7,6538.7,6553.75,0.005,6538.705,6553.755,110.405
1981,"October","Far West",10449,10432.4,10432.4,10449,0.005,10432.405,10449.005,0.005
1981,"November","Far West",1622.5,2345.6,2345.6,2366.9,0.38,2345.98,2367.28,744.78
1981,"December","Far West",10516.7375,21309.5625,21352.1625,21387.7625,8.25125,21360.41375,21396.01375,10879.27625
1982,"January","Far West",19410.975,40273.525,40358.725,40408.625,16.1225,40374.8475,40424.7475,21013.7725
1982,"February","Far West",28305.2125,59237.4875,59365.2875,59429.4875,23.99375,59389.28125,59453.48125,31148.26875
1982,"March","Far West",37199.45,78201.45,78371.85,78450.35,31.865,78403.715,78482.215,41282.765
1982,"April","Far West",137.25,435.6,1296.05,1299.8,0.965,1297.015,1300.765,1163.515
1982,"May","Far West",43200.4,85327.7,85406.5,85472.2,41.37,85447.87,85513.57,42313.17
1982,"June","Far West",12333.4,23441.1,23441.1,23881.6,15.73,23456.83,23897.33,11563.93
1982,"July","Far West",2066.3,4700.8,4700.8,4849.4,4.325,4705.125,4853.725,2787.425
1982,"August","Far West",469.15,662.95,662.95,669.15,1.21,664.16,670.36,201.21
1982,"September","Far West",2836.15,4489.6,4489.6,4655.25,1.61,4491.21,4656.86,1820.71
1982,"October","Far West",3459.6,3995.6,4018.8,4264.1,0.98,4019.78,4265.08,805.48
1982,"November","Far West",870.7,2420.6,2420.6,2453.3,3.63,2424.23,2456.93,1586.23
1982,"December","Far West",672.425,1866.65,1960.3625,1985.225,2.73,1963.0925,1987.955,1315.53
1983,"January","Far West",474.15,1312.7,1500.125,1517.15,1.83,1501.955,1518.98,1044.83
1983,"February","Far West",275.875,758.75,1039.8875,1049.075,0.93,1040.8175,1050.005,774.13
1983,"March","Far West",77.6,204.8,579.65,581,0.03,579.68,581.03,503.43
1983,"April","Far West",206.7,1722.3,2248.45,2251.1,7.8,2256.25,2258.9,2052.2
1983,"May","Far West",11542.45,25077.15,25338.3,25347.4,16.295,25354.595,25363.695,13821.245
1983,"June","Far West",32974.5,66617.95,66647.3,66648.6,12.81,66660.11,66661.41,33686.91
1983,"July","Far West",9641.4,22558.5,22558.5,22558.5,19.61,22578.11,22578.11,12936.71
1983,"August","Far West",2693.35,5810.45,6893.5,6991.85,5.55,6899.05,6997.4,4304.05
1983,"September","Far West",1055.9,2216.6,2453.4,2479.4,3.65,2462.15,2488.15,1432.25
1983,"October","Far West",1198.35,1337.65,1491.25,1562,2.15,1493.4,1564.15,365.8
1983,"November","Far West",815.6,1015.1,1024.9,1029.8,1.87,1026.77,1031.67,216.07
1983,"December","Far West",1417.825,2060.3,2067.65,2074.35,2.205,2069.855,2076.555,658.73
1984,"January","Far West",2020.05,3105.5,3110.4,3118.9,2.54,3112.94,3121.44,1101.39
1984,"February","Far West",2622.275,4150.7,4153.15,4163.45,2.875,4156.025,4166.325,1544.05
1984,"March","Far West",3224.5,5195.9,5195.9,5208,3.21,5199.11,5211.21,1986.71
1984,"April","Far West",774.3,1430.1,1430.1,1515.9,20.83,1460.46,1546.26,771.96
1984,"May","Far West",263.6,515.65,515.65,538.9,9.215,524.865,548.115,284.515
1984,"June","Far West",1877.75,2366.65,2366.65,2380.2,3.985,2370.635,2384.185,506.435
1984,"July","Far West",5407.1,8853.05,8853.05,8935.8,5.175,8858.225,8940.975,3533.875
1984,"August","Far West",1104.15,2629.15,2629.15,2726.35,0.34,2629.49,2726.69,1622.54
1984,"September","Far West",3295.4,3868.4,3868.4,4447.8,0.17,3868.57,4447.97,1152.57
1984,"October","Far West",711.6,1423.9,1489.7,1602.4,0.02,1489.72,1602.42,890.82
1984,"November","Far West",572.35,1900.65,1900.65,2010.75,0.04,1900.69,2010.79,1438.44
1984,"December","Far West",602.4875,1690.7375,1695.8875,1820.6125,0.875,1696.7625,1821.4875,1219
1985,"January","Far West",632.625,1480.825,1491.125,1630.475,1.71,1492.835,1632.185,999.56
1985,"February","Far West",662.7625,1270.9125,1286.3625,1440.3375,2.545,1288.9075,1442.8825,780.12
1985,"March","Far West",692.9,1061,1081.6,1250.2,3.38,1084.98,1253.58,560.68
1985,"April","Far West",4416.05,4598.95,4598.95,4616.7,2.13,4601.08,4618.83,202.78
1985,"May","Far West",1516.4,1609.35,1609.35,1657.95,10.7,1618.85,1667.45,151.05
1985,"June","Far West",1209.5,1589.25,1694.75,1725.75,7.365,1702.115,1733.115,523.615
1985,"July","Far West",1842,1981.3,1981.3,1988.95,2.965,1984.265,1991.915,149.915
1985,"August","Far West",5822.4,6439.45,6439.45,6552.8,0.775,6440.225,6553.575,731.175
1985,"September","Far West",7656.35,7745.65,7745.65,7811.3,0.395,7746.045,7811.695,155.345
1985,"October","Far West",6288.1,6453.95,6453.95,6484.6,0.09,6454.04,6484.69,196.59
1985,"November","Far West",5538.8,5693.6,5693.6,5704.5,0.01,5693.61,5704.51,165.71
1985,"December","Far West",4169.825,4392.525,4622.4,4630.575,0.0075,4622.4075,4630.5825,460.7575
1986,"January","Far West",2800.85,3091.45,3551.2,3556.65,0.005,3551.205,3556.655,755.805
1986,"February","Far West",1431.875,1790.375,2480,2482.725,0.0025,2480.0025,2482.7275,1050.8525
1986,"March","Far West",62.9,489.3,1408.8,1408.8,0,1408.8,1408.8,1345.9
1986,"April","Far West",6602.45,18308.1,18503.85,18565.1,53.04,18556.89,18618.14,12015.69
1986,"May","Far West",9787.8,10725.8,10725.8,10767.7,25.63,10751.43,10793.33,1005.53
1986,"June","Far West",667.2,3154.4,3180.3,3188.1,28.67,3234.81,3242.61,2575.41
1986,"July","Far West",786.2,1041.55,1041.55,1082.1,0.76,842.86,910.36,438.06
1986,"August","Far West",1460.05,2534.5,2534.5,2541.35,0.6,2535.1,2541.95,1081.9
1986,"September","Far West",1333.65,2123.6,2123.6,2150.3,2.165,2125.765,2152.465,818.815
1986,"October","Far West",748,963.15,963.15,965.65,1.53,964.68,967.18,219.18
1986,"November","Far West",2895.5,3015.2,3015.2,3023.8,1.03,3016.23,3024.83,129.33
1986,"December","Far West",3175.6875,3914.7,3914.7,3952.3375,2.23625,3916.93625,3954.57375,778.88625
1987,"January","Far West",3455.875,4814.2,4814.2,4880.875,3.4425,4817.6425,4884.3175,1428.4425
1987,"February","Far West",3736.0625,5713.7,5713.7,5809.4125,4.64875,5718.34875,5814.06125,2077.99875
1987,"March","Far West",4016.25,6613.2,6613.2,6737.95,5.855,6619.055,6743.805,2727.555
1987,"April","Far West",3594.75,3572.9,3572.9,3594.75,6.32,3579.22,3601.07,6.32
1987,"May","Far West",5208,5344.8,5344.8,5382.75,2.965,5347.765,5385.715,177.715
1987,"June","Far West",5070.6,5063.85,5063.85,5070.6,1.365,5065.215,5071.965,1.365
1987,"July","Far West",544.7,589.6,589.6,590.1,0.02,589.62,590.12,45.42
1987,"August","Far West",288.05,427.45,427.45,428.2,0.11,427.56,428.31,140.26
1987,"September","Far West",303.3,486.5,486.5,487.4,0.1,486.61,487.51,257.05
1987,"October","Far West",202.2,335.55,335.55,336.35,0.065,335.615,336.415,134.215
1987,"November","Far West",776.8,1085.8,1085.8,1087,0.19,1085.99,1087.19,310.39
1987,"December","Far West",648.07,915.23,915.23,916.52,0.727,915.957,917.247,269.177
1988,"January","Far West",519.34,744.66,744.66,746.04,1.264,745.924,747.304,227.964
1988,"February","Far West",390.61,574.09,574.09,575.56,1.801,575.891,577.361,186.751
1988,"March","Far West",261.88,403.52,403.52,405.08,2.338,405.858,407.418,145.538
1988,"April","Far West",133.15,232.95,232.95,234.6,2.875,235.825,237.475,104.325
1988,"May","Far West",169.3,248.3,248.3,248.95,0.52,248.82,249.47,80.17
1988,"June","Far West",196.75,258.35,258.35,261,1.345,259.695,262.345,65.595
1988,"July","Far West",179.3,400.725,400.725,402.35,0.975,401.7,403.325,224.025
1988,"August","Far West",161.85,543.1,543.1,543.7,0.605,543.705,544.305,382.455
1988,"September","Far West",138.4,177.9,177.9,177.9,0.56,178.46,178.46,40.06
1988,"October","Far West",361.6,1140.8,1140.8,1140.8,0.15,1140.95,1140.95,779.35
1988,"November","Far West",2151.1,2400.8,2400.8,2405.7,0.07,2400.87,2405.77,254.67
1988,"December","Far West",1728.7,1921.6,1922.9,1982.225,0.405,1923.305,1982.63,253.93
1989,"January","Far West",1306.3,1442.4,1445,1558.75,0.74,1445.74,1559.49,253.19
1989,"February","Far West",883.9,963.2,967.1,1135.275,1.075,968.175,1136.35,252.45
1989,"March","Far West",461.5,484,489.2,711.8,1.41,490.61,713.21,251.71
1989,"April","Far West",536.2,1280.6,1280.6,1293.6,4.05,1284.65,1297.65,761.45
1989,"May","Far West",200.4,1772.6,1772.6,1773.5,1.075,1773.675,1774.575,1574.175
1989,"June","Far West",220.75,381.4,381.4,385.45,0.59,381.99,386.04,165.29
1989,"July","Far West",826.6,1896.7,1896.7,1911.3,0.49,1897.19,1911.79,1085.19
1989,"August","Far West",322,3964.2,3964.2,3966.4,0.16,3964.36,3966.56,3644.56
1989,"September","Far West",739.9,1697.5,1697.5,1699.3,0.01,1697.51,1699.31,959.41
1989,"October","Far West",173.9,871.4,871.4,873.65,0.02,871.42,873.67,699.77
1989,"November","Far West",147.58,777.78,777.78,782.06,0.032,777.812,782.092,634.512
1989,"December","Far West",121.26,684.16,684.16,690.47,0.044,684.204,690.514,569.254
1990,"January","Far West",94.94,590.54,590.54,598.88,0.056,590.596,598.936,503.996
1990,"February","Far West",68.62,496.92,496.92,507.29,0.068,496.988,507.358,438.738
1990,"March","Far West",42.3,403.3,403.3,415.7,0.08,403.38,415.78,373.48
1990,"April","Far West",0,274.6,294.6,294.6,0.02,294.62,294.62,294.62
1990,"May","Far West",41.7,383.9,383.9,384.7,0.39,383.95,384.75,343.05
1990,"June","Far West",535.6,727.55,727.55,734.05,0.475,728.025,734.525,198.925
1990,"July","Far West",115.35,629.9,629.9,630.05,0.21,630.11,630.26,514.91
1990,"August","Far West",63.2,452.95,452.95,452.95,0.07,453.02,453.02,389.82
1990,"September","Far West",80.9,1099.55,1099.55,1101.35,0.035,1099.585,1101.385,1020.485
1990,"October","Far West",313.4,1763.95,1763.95,1767.35,0.02,1763.97,1767.37,1453.97
1990,"November","Far West",196.1,642.5,642.5,642.5,0,642.5,642.5,446.4
1990,"December","Far West",440.4,998.36,998.36,1010.7,0.425,998.785,1011.125,570.725
1991,"January","Far West",684.7,1354.22,1354.22,1378.9,0.85,1355.07,1379.75,695.05
1991,"February","Far West",929,1710.08,1710.08,1747.1,1.275,1711.355,1748.375,819.375
1991,"March","Far West",1173.3,2065.94,2065.94,2115.3,1.7,2067.64,2117,943.7
1991,"April","Far West",1417.6,2421.8,2421.8,2483.5,2.125,2423.925,2485.625,1068.025
1991,"May","Far West",63.9,256.9,306,308.1,1.44,307.44,309.54,245.64
1991,"June","Far West",521.2,600.5,600.5,601.35,1.06,601.56,602.41,81.21
1991,"July","Far West",957.7,1182.6,1182.6,1186.6,0.33,1182.93,1186.93,229.23
1991,"August","Far West",624.45,1178.3,1183.25,1183.25,0.395,1183.645,1183.645,559.195
1991,"September","Far West",101.35,579.45,579.45,581.75,0.155,579.605,581.905,480.555
1991,"October","Far West",130.1,475.6,475.6,475.6,0.08,475.68,475.68,359.2
1991,"November","Far West",259.2,846.1,846.1,847.7,0,846.1,847.7,588.5
1991,"December","Far West",536.25,1141.8,1141.8,1143.7,0.41,1142.21,1144.11,607.86
1992,"January","Far West",813.3,1437.5,1437.5,1439.7,0.82,1438.32,1440.52,627.22
1992,"February","Far West",1090.35,1733.2,1733.2,1735.7,1.23,1734.43,1736.93,646.58
1992,"March","Far West",1367.4,2028.9,2028.9,2031.7,1.64,2030.54,2033.34,665.94
1992,"April","Far West",5832.55,5888.3,5888.3,5916.2,1.3,5889.6,5917.5,84.95
1992,"May","Far West",1356.85,1680.75,1680.75,1701.3,0.715,1681.465,1702.015,345.165
1992,"June","Far West",1485.9,1642.6,1642.6,1646.55,0.845,1643.445,1647.395,161.495
1992,"July","Far West",271.8,687.3,689,691.65,0.065,689.065,691.715,419.915
1992,"August","Far West",196.6,707.4,707.4,708.5,0.015,707.415,708.515,511.915
1992,"September","Far West",329.9,565.3,565.3,589.7,0.01,565.31,589.71,259.81
1992,"October","Far West",677.6,2211.9,2211.9,2287.3,0,2211.9,2287.3,1609.7
1992,"November","Far West",227.1,238.4,238.4,275.7,0,238.4,275.7,48.6
1992,"December","Far West",874.5,1263.475,1263.475,1310.775,0,1263.475,1310.775,436.275
1993,"January","Far West",1521.9,2288.55,2288.55,2345.85,0,2288.55,2345.85,823.95
1993,"February","Far West",2169.3,3313.625,3313.625,3380.925,0,3313.625,3380.925,1211.625
1993,"March","Far West",2816.7,4338.7,4338.7,4416,0,4338.7,4416,1599.3
1993,"April","Far West",1802.6,4378.3,4593.55,4648.7,1.61,4595.16,4650.31,2847.71
1993,"May","Far West",731.65,1308.7,1346,1356.65,1.835,1347.835,1358.485,626.835
1993,"June","Far West",2306.85,7748.65,7764.05,7796.3,47.195,7811.245,7843.495,5536.645
1993,"July","Far West",134.95,528.85,528.85,532.8,0.42,529.27,533.22,398.27
1993,"August","Far West",105.05,768.65,768.65,785.3,0.13,768.78,785.43,680.38
1993,"September","Far West",195,596.85,596.85,597.35,0.025,596.875,597.375,402.375
1993,"October","Far West",198.75,396.15,396.15,398.55,0.015,396.165,398.565,199.815
1993,"November","Far West",292.4,375.3,375.3,379.7,0,375.3,379.7,87.3
1993,"December","Far West",720.25,984.1,984.1,989.075,0.01,984.11,989.085,268.835
1994,"January","Far West",1148.1,1592.9,1592.9,1598.45,0.02,1592.92,1598.47,450.37
1994,"February","Far West",1575.95,2201.7,2201.7,2207.825,0.03,2201.73,2207.855,631.905
1994,"March","Far West",2003.8,2810.5,2810.5,2817.2,0.04,2810.54,2817.24,813.44
1994,"April","Far West",459.2,871.6,871.6,878.7,0.03,871.63,878.73,419.53
1994,"May","Far West",322.9,401.1,401.1,402.9,0.22,401.32,403.12,80.22
1994,"June","Far West",291.3,300.2,300.2,303.4,10.41,310.61,313.81,22.51
1994,"July","Far West",74.2,136.7,136.7,137.6,4.06,140.76,141.66,67.46
1994,"August","Far West",36.2,46.3,46.3,46.8,0.54,46.84,47.34,11.14
1994,"September","Far West",64.6,130.2,130.2,130.2,0.43,130.63,130.63,66.03
1994,"October","Far West",21.1,53.8,53.8,54.3,0.23,54.03,54.53,33.43
1994,"November","Far West",812.8,813.6,813.6,816,0,813.6,816,3.2
1994,"December","Far West",627.15,641.05,708.8,710.6,0,708.8,710.6,83.45
1995,"January","Far West",441.5,468.5,604,605.2,0,604,605.2,163.7
1995,"February","Far West",255.85,295.95,499.2,499.8,0,499.2,499.8,243.95
1995,"March","Far West",70.2,123.4,394.4,394.4,0,394.4,394.4,324.2
1995,"April","Far West",11368.6,28991.6,29020.6,29020.6,1.98,29022.58,29022.58,17653.98
1995,"May","Far West",306.6,1079.7,1747.1,1754.3,2.72,1749.82,1757.02,1450.42
1995,"June","Far West",5265.2,9123.2,9142.9,9166.5,2.74,9145.64,9169.24,3904.04
1995,"July","Far West",3929.5,7025.3,7025.3,7025.3,0.23,7025.53,7025.53,3096.03
1995,"August","Far West",478.8,492.2,492.2,521.5,2.97,495.17,524.47,45.67
1995,"September","Far West",213,286.5,286.5,286.8,1.56,288.06,288.36,75.36
1995,"October","Far West",1033.45,1098.9,1098.9,1100.1,0.05,1099.68,1100.88,67.43
1995,"November","Far West",1853.9,1911.3,1911.3,1913.4,0,1911.3,1913.4,59.5
1995,"December","Far West",1819.3,2503.275,2520.925,2526.45,0.0825,2521.0075,2526.5325,707.2325
1996,"January","Far West",1784.7,3095.25,3130.55,3139.5,0.165,3130.715,3139.665,1354.965
1996,"February","Far West",1750.1,3687.225,3740.175,3752.55,0.2475,3740.4225,3752.7975,2002.6975
1996,"March","Far West",1715.5,4279.2,4349.8,4365.6,0.33,4350.13,4365.93,2650.43
1996,"April","Far West",1768.9,3850.8,3864.7,3880.6,3.29,3867.99,3883.89,2114.99
1996,"May","Far West",184.8,322.2,322.2,334.4,5.36,327.56,339.76,154.96
1996,"June","Far West",190.3,516.5,516.5,519,0.55,517.05,519.55,329.25
1996,"July","Far West",52.1,98.3,98.3,99,5.35,103.65,104.35,52.25
1996,"August","Far West",138,296,296,298,0.87,296.87,298.87,160.87
1996,"September","Far West",409.9,486.6,486.6,490.5,0.28,486.88,490.78,80.88
1996,"October","Far West",1030.5,1213.9,1213.9,1216.6,0.05,1213.95,1216.65,186.15
1996,"November","Far West",1963,2379.1,2379.1,2383.8,0,2379.1,2383.8,420.8
1996,"December","Far West",1728.15,2185.4,2188.8,2195.725,0.2375,2189.0375,2195.9625,467.8125
1997,"January","Far West",1493.3,1991.7,1998.5,2007.65,0.475,1998.975,2008.125,514.825
1997,"February","Far West",1258.45,1798,1808.2,1819.575,0.7125,1808.9125,1820.2875,561.8375
1997,"March","Far West",1023.6,1604.3,1617.9,1631.5,0.95,1618.85,1632.45,608.85
1997,"April","Far West",98.2,482.9,482.9,489,1.75,484.65,490.75,392.55
1997,"May","Far West",167.9,259,259,260.6,0,259,260.6,92.7
1997,"June","Far West",86.7,159,159,161.6,3.18,162.18,164.78,78.08
1997,"July","Far West",121.6,162.2,162.2,164.6,2.37,164.57,166.97,45.37
1997,"August","Far West",3.2,16.1,16.1,16.1,1.2,17.3,17.3,14.1
1997,"September","Far West",451.9,450.4,450.4,451.9,0.42,450.82,452.32,0.42
1997,"October","Far West",606.8,635.7,635.7,646,0.49,636.19,646.49,39.69
1997,"November","Far West",654.1,1418.5,1418.5,1424.9,0.01,1418.51,1424.91,770.81
1997,"December","Far West",2186.775,3957.15,3982.825,3988.6,0.1175,3982.9425,3988.7175,1801.9425
1998,"January","Far West",3719.45,6495.8,6547.15,6552.3,0.225,6547.375,6552.525,2833.075
1998,"February","Far West",5252.125,9034.45,9111.475,9116,0.3325,9111.8075,9116.3325,3864.2075
1998,"March","Far West",6784.8,11573.1,11675.8,11679.7,0.44,11676.24,11680.14,4895.34
1998,"April","Far West",1585.7,2852.6,2866.1,2907.9,9.97,2876.07,2917.87,1332.17
1998,"May","Far West",2447,7351.5,7351.5,7404.5,25.98,7377.48,7430.48,4983.48
1998,"June","Far West",3169.8,7213.2,7902.2,7961,2.27,7904.47,7963.27,4793.47
1998,"July","Far West",1952.9,3470.3,3470.3,3482.8,2.61,3472.91,3485.41,1532.51
1998,"August","Far West",325.4,579.8,579.8,588.3,2.09,581.89,590.39,264.99
1998,"September","Far West",188.6,692.8,692.8,694.9,1.6,694.4,696.5,507.9
1998,"October","Far West",104.3,233.6,338.1,350.9,1.42,339.52,352.32,248.02
1998,"November","Far West",208.9,376.9,376.9,380.7,1.07,377.97,381.77,172.87
1998,"December","Far West",1434.1,2827.3,2839.95,2890.525,0.8475,2840.7975,2891.3725,1457.2725
1999,"January","Far West",2659.3,5277.7,5303,5400.35,0.625,5303.625,5400.975,2741.675
