"Year","Month","Region","NJ_BPUV","JA_BPUV","JAC_BPUV","NJAC_BPUV","M_BPUV","JACM_BPUV","NJACM_BPUV","ACM_BPUV"
1983,"August","South",851.8,3194.15,5532.2,5544.1,0.07,5532.335,5544.235,4253.285
1983,"September","South",522.6,1695.5,3553.8,3557.65,0.03,3553.895,3557.745,3020.445
1983,"October","South",138.6,401.9,658.4,661.35,0.01,658.41,661.36,497.105
1983,"November","South",82.2,444.7,615.1,615.5,0.05,615.19,615.59,576.09
1983,"December","South",80.55,413.525,552.3125,552.9375,0.0875,547.5375,548.4125,509.5375
1984,"January","South",78.9,382.35,489.525,490.375,0.125,479.885,481.235,442.985
1984,"February","South",77.25,351.175,426.7375,427.8125,0.1625,412.2325,414.0575,376.4325
1984,"March","South",75.6,320,363.95,365.25,0.2,344.58,346.88,309.88
1984,"April","South",235.4,1421.65,1842.1,1844.35,0.04,1809.64,1810.84,1476.24
1984,"May","South",685.2,5762.85,9264.2,9268.8,1.635,9286.42,9291.02,8239.52
1984,"June","South",586.7,10010.25,19662.1,19719.7,14.305,19671.825,19729.425,18124.725
1984,"July","South",2834.7,10517.2,15488.2,15500,0.07,15488.2,15500,10997.2
1984,"August","South",2188.6,7326.7,14103,14444.9,0,14103,14444.9,12950.5
1984,"September","South",2214.7,6376,12251.8,12771.6,0,12251.81,12771.61,10556.91
1984,"October","South",359.3,3263.4,8283.55,8320.45,0.01,8007.4,8073.7,5156.8
1984,"November","South",179.1,1663.3,3301.9,3310,0.03,3302.08,3310.18,3131.08
1984,"December","South",197.1875,1472.525,2789.7,2796.5625,0.025,2793.5725,2800.9475,2538.9625
1985,"January","South",215.275,1281.75,2277.5,2283.125,0.02,2285.065,2291.715,1946.845
1985,"February","South",233.3625,1090.975,1765.3,1769.6875,0.015,1776.5575,1782.4825,1354.7275
1985,"March","South",251.45,900.2,1253.1,1256.25,0.01,1268.05,1273.25,762.61
1985,"April","South",771.3,3048.5,7110.9,7131.9,0.06,7110.9,7131.9,6885.8
1985,"May","South",301,2402.5,16119.2,16162.6,2.24,16119.36,16162.76,15468.66
1985,"June","South",473.5,5298.85,8288,8324.9,5.36,6640.18,6653.28,6000.08
1985,"July","South",1581.1,8779.2,10191.7,10205.8,0.26,10192.15,10206.25,8565.25
1985,"August","South",417.9,3306.1,8061.8,8072.6,0.03,8062.12,8072.92,7172.92
1985,"September","South",1210.2,5214.3,11064.8,11090.5,0,11064.8,11090.5,8508.95
1985,"October","South",1079.9,4725.5,6252,6316.5,0,6252.15,6316.65,5236.75
1985,"November","South",458.75,2367.2,2384.05,2394.8,0.07,2384.355,2395.105,1936.355
1985,"December","South",373.7125,1834.425,1885.5875,1893.75,0.0525,1885.81625,1893.97875,1520.26625
1986,"January","South",288.675,1301.65,1387.125,1392.7,0.035,1387.2775,1392.8525,1104.1775
1986,"February","South",203.6375,768.875,888.6625,891.65,0.0175,888.73875,891.72625,688.08875
1986,"March","South",118.6,236.1,390.2,390.6,0,390.2,390.6,272
1986,"April","South",415,1074.45,2057.2,2057.45,0.375,2057.955,2058.205,1599.205
1986,"May","South",851.8,4305.75,6229.55,6232.4,0.95,6233.5,6236.35,5553.75
1986,"June","South",766.8,12776.1,24969.45,25233.4,7.925,24990.13,25254.08,24136.13
1986,"July","South",1751.6,6097.15,15492.05,15748.7,4.475,15492.135,15749.26,10114.485
1986,"August","South",1123.3,5179.1,12808.3,12911.1,2.02,10142.42,10238.17,9074.12
1986,"September","South",606.9,2254.05,3533.9,3534.65,0.245,3534.48,3535.23,3304.83
1986,"October","South",678.05,2966.2,3779.95,3781,0.1,3780.06,3781.11,2965.56
1986,"November","South",991.8,1754.6,2686.5,2691.2,0.02,2686.52,2691.22,1540.12
1986,"December","South",807.4625,1523.75,2319.9875,2323.5875,0.09625,2320.005,2323.605,1393.4175
1987,"January","South",623.125,1292.9,1953.475,1955.975,0.1725,1953.49,1955.99,1246.715
1987,"February","South",438.7875,1062.05,1586.9625,1588.3625,0.24875,1586.975,1588.375,1100.0125
1987,"March","South",254.45,831.2,1220.45,1220.75,0.325,1220.46,1220.76,953.31
1987,"April","South",981.5,2466.6,2918.45,2954.35,0.315,2918.64,2954.54,1667.84
1987,"May","South",4765.95,18917.35,35554.15,35578.45,0.82,35555.02,35579.32,30156.47
1987,"June","South",1491.9,10581.45,18391.4,18409.9,0.465,18391.645,18410.145,16669.045
1987,"July","South",1726.55,4482.8,5286.2,5289.95,0.045,5286.215,5289.965,3681.21
1987,"August","South",1556,4124.1,6589.9,6636.25,0.1,6590.245,6636.595,5593.345
1987,"September","South",1349.95,3356.6,4779.5,4891.3,0.12,4779.64,4891.44,3724.32
1987,"October","South",1342.25,3756.4,3977.35,3977.35,0.005,3977.365,3977.365,2728.565
1987,"November","South",654.2,1583.8,1593.7,1603,0,1593.7,1603,1018.1
1987,"December","South",551.5,1313.175,1391.125,1402.9,0.0175,1391.125,1402.9,903.375
1988,"January","South",448.8,1042.55,1188.55,1202.8,0.035,1188.55,1202.8,788.65
1988,"February","South",346.1,771.925,985.975,1002.7,0.0525,985.975,1002.7,673.925
1988,"March","South",243.4,501.3,783.4,802.6,0.07,783.4,802.6,559.2
1988,"April","South",347.65,1189.6,2288.1,2300.1,0.11,2288.125,2300.125,1952.475
1988,"May","South",842.35,2252.7,4523.95,4583.6,1.375,4524.545,4584.195,3778.545
1988,"June","South",325.55,2471.2,3001.05,3026,3.425,3005.99,3030.94,2881.24
1988,"July","South",3523.175,6831.8,8873.1,8925.325,1.7175,8875.5725,8927.7975,5511.8475
1988,"August","South",6720.8,11192.4,14745.15,14824.65,0.01,14745.155,14824.655,8142.455
1988,"September","South",3922.65,6531.65,10678.5,10805.15,0,10678.5,10805.15,5989.2
1988,"October","South",4312.15,8481.5,8783.35,8791.75,0,8783.4,8791.8,3792.61
1988,"November","South",2815.75,4636.85,5560.9,5569.6,0.04,5560.94,5569.64,2753.89
1988,"December","South",2173.2125,3577.8125,4317.55,4329.025,0.0475,4317.5975,4329.0725,2157.4875
1989,"January","South",1530.675,2518.775,3074.2,3088.45,0.055,3074.255,3088.505,1561.085
1989,"February","South",888.1375,1459.7375,1830.85,1847.875,0.0625,1830.9125,1847.9375,964.6825
1989,"March","South",245.6,400.7,587.5,607.3,0.07,587.57,607.37,368.28
1989,"April","South",864.05,1659.4,2022.7,2033.05,0.16,2022.715,2033.065,1369.32
1989,"May","South",2905.5,9096.1,14191,14262.4,0.705,14193.09,14264.49,11790.94
1989,"June","South",2130.75,13328.8,15525.9,15664.25,2.57,15528.86,15667.21,13507.27
1989,"July","South",7441,12189.9,12405.4,12415,0.02,12405.4,12415,5707.84
1989,"August","South",7310.15,15581.05,17208.9,17215.7,0,17208.905,17215.705,8021.25
1989,"September","South",10287.3,18559,23998.65,24093.8,0,23998.65,24093.8,9789.55
1989,"October","South",8140.5,9477.65,12891.7,13029.1,0.005,12891.79,13029.19,5206.325
1989,"November","South",1532.5,1779.3,1816.1,1823.4,0,1816.1,1823.4,719.5
1989,"December","South",1177.8,1377.075,1406.675,1413.925,0,1406.675,1413.925,564.425
1990,"January","South",823.1,974.85,997.25,1004.45,0,997.25,1004.45,409.35
1990,"February","South",468.4,572.625,587.825,594.975,0,587.825,594.975,254.275
1990,"March","South",113.7,170.4,178.4,185.5,0,178.4,185.5,99.2
1990,"April","South",1000.3,1650.1,1892.3,1927.6,0,1892.305,1927.605,1027.955
1990,"May","South",1439.4,7894.65,9912.85,10044.8,0.32,9913.895,10045.845,8491.295
1990,"June","South",5567.2,14108.7,19531.5,19931.8,0.15,19531.52,19931.82,10039.12
1990,"July","South",7185.6,15322.7,17101.6,17116.65,0,17101.6,17116.65,9978.055
1990,"August","South",5075,11004.25,12891.75,13018.35,0,12891.75,13018.35,5913
1990,"September","South",5156.8,8968.4,11676.3,11851.5,0,11676.3,11851.5,7023.3
1990,"October","South",4419.75,6640,8823.1,8926.55,0,8823.1,8926.55,4313
1990,"November","South",2273.7,3525.6,3816.4,3832.2,0,3816.4,3832.2,1862.9
1990,"December","South",1832.34,2855.85,3122.69,3135.59,0.006,3122.691,3135.591,1546.771
1991,"January","South",1390.98,2186.1,2428.98,2438.98,0.012,2428.982,2438.982,1230.642
1991,"February","South",949.62,1516.35,1735.27,1742.37,0.018,1735.273,1742.373,914.513
1991,"March","South",508.26,846.6,1041.56,1045.76,0.024,1041.564,1045.764,598.384
1991,"April","South",66.9,176.85,347.85,349.15,0.03,347.855,349.155,282.255
1991,"May","South",1246.4,2441.2,4035.7,4045.6,0.14,4035.7,4045.6,2799.2
1991,"June","South",6070.5,16789.3,21623.2,21633.6,0.36,21624.94,21635.74,15002.58
1991,"July","South",6796.45,13587.1,14744.85,14746.55,0.005,14744.855,14746.555,6437.515
1991,"August","South",10021.3,19990.4,25352.4,25478.5,0.01,25352.4,25478.5,14193.7
1991,"September","South",6014.85,12464.55,15398,15406.35,0,18876.02,18887.22,7331.1
1991,"October","South",4399.75,7519.5,9869.2,9870.3,0,9869.205,9870.305,4142
1991,"November","South",2356.95,4569.9,4633.9,4647.4,0,4633.9,4647.4,2424.85
1991,"December","South",1817.2375,3543.15,3601.825,3615.45,0,3601.825,3615.45,1908.0775
1992,"January","South",1277.525,2516.4,2569.75,2583.5,0,2569.75,2583.5,1391.305
1992,"February","South",737.8125,1489.65,1537.675,1551.55,0,1537.675,1551.55,874.5325
1992,"March","South",198.1,462.9,505.6,519.6,0,505.6,519.6,357.76
1992,"April","South",3885.25,7007.6,8261.85,8363.4,0.01,8261.86,8363.41,4935.42
1992,"May","South",7386.25,28926.6,53723.4,55299.55,0.045,53723.42,55299.57,46304.125
1992,"June","South",4970.6,14233.6,14476.9,14703.3,0.19,14476.92,14703.32,9118.57
1992,"July","South",7189.1,11956.8,12932.9,12945.8,0,12932.9,12945.8,7123.8
1992,"August","South",4682.8,10766.8,14943.3,14952.6,0,14943.3,14952.6,7487.3
1992,"September","South",8625.65,12644.95,13328.9,13441.75,0,13328.9,13441.75,6279.25
1992,"October","South",10543.5,15998.7,16396.4,16684,0,16396.4,16684,7703.3
1992,"November","South",2705.5,4333.2,4355.6,4447.1,0,4355.6,4447.1,1803.8
1992,"December","South",2057.0375,3392.2375,3497.45,3566.4,0,3497.4575,3566.4075,1549.62
1993,"January","South",1408.575,2451.275,2639.3,2685.7,0,2639.315,2685.715,1295.44
1993,"February","South",760.1125,1510.3125,1781.15,1805,0,1781.1725,1805.0225,1041.26
1993,"March","South",111.65,569.35,923,924.3,0,923.03,924.33,787.08
1993,"April","South",820.8,2213,4551.1,4589.8,0.01,4551.1,4589.8,2515.3
1993,"May","South",3619.8,13820.65,20393.5,20699.9,0,20479,20793.1,17578.9
1993,"June","South",5250.85,16612.45,21872.65,21896.5,0.07,82282.01,82387.61,72864.81
1993,"July","South",5631.65,9344.65,11685.85,12019.45,0.06,17406.42,17406.42,11044.82
1993,"August","South",5387.9,7345,7529.45,7658.35,0,7529.45,7658.35,3344.4
1993,"September","South",4615.5,7519.6,7600.9,7663.5,0,7600.9,7663.5,3388.5
1993,"October","South",3268,4475.4,7044.2,7052.1,0,7044.2,7052.1,2864.1
1993,"November","South",3317.3,4952,4985.2,5019.8,0,4985.2,5019.8,1702.5
1993,"December","South",2669.7375,4051.9125,4204.4875,4230.75,0,4519.2,4545.475,1771.75
1994,"January","South",2022.175,3151.825,3423.775,3441.7,0,4053.2,4071.15,1841
1994,"February","South",1374.6125,2251.7375,2643.0625,2652.65,0,3587.2,3596.825,1910.25
1994,"March","South",727.05,1351.65,1862.35,1863.6,0,3121.2,3122.5,1979.5
1994,"April","South",6164.8,12462.3,14240.25,14264.35,0,17904.1,17929.7,9925.9
1994,"May","South",8537,17192.35,23411.9,23531.1,0,24702,24930.9,16016.4
1994,"June","South",3521.2,15079.5,15079.5,15079.5,1.045,20930.68,20977.33,14302.48
1994,"July","South",5295.85,8185.95,8476.2,8492.05,0,8652.4,8677.3,3609.1
1994,"August","South",8487.4,18457.9,20144.75,20423.15,0,26509.8,26980.1,13498.8
1994,"September","South",2779.1,6557.25,7138.1,7182.1,0,7534.9,7579.6,5416.72
1994,"October","South",5023.3,7641.8,7667.4,7678.85,0,8104.6,8124.7,3551.3
1994,"November","South",2644.7,4643.05,4784.8,4824.9,0,4817.3,4852.1,2479.1
1994,"December","South",2027.825,3566.1375,4190.325,4221.175,0,4214.7,4241.575,2317.15
1995,"January","South",1410.95,2489.225,3595.85,3617.45,0,3612.1,3631.05,2155.2
1995,"February","South",794.075,1412.3125,3001.375,3013.725,0,3009.5,3020.525,1993.25
1995,"March","South",177.2,335.4,2406.9,2410,0,2406.9,2410,1831.3
1995,"April","South",542.7,1166.1,2495.9,2495.9,0,2495.9,2495.9,2442.6
1995,"May","South",846.2,2184.7,3790.9,3799.4,0,3790.91,3799.41,2532.5
1995,"June","South",1043.5,1460.4,2364.3,2369.3,0,2364.3,2369.3,1424.2
1995,"July","South",3581.9,12074.45,15323.8,15461.3,0,15323.805,15461.305,11879.405
1995,"August","South",6889.5,13448,13828.9,13838,0,13828.9,13838,3226.5
1995,"September","South",4707.3,7792,7837.5,7847.6,0,7837.5,7847.6,1098.7
1995,"October","South",3198.3,5785.5,5843.2,5885.2,0,5843.2,5885.2,1342.5
1995,"November","South",2865.7,3068.8,3124.2,3157.8,0,3124.2,3157.8,550.8
1995,"December","South",2167,2328.725,2409.525,2434.95,0,2409.525,2434.95,461.975
1996,"January","South",1468.3,1588.65,1694.85,1712.1,0,1694.85,1712.1,373.15
1996,"February","South",769.6,848.575,980.175,989.25,0,980.175,989.25,284.325
1996,"March","South",70.9,108.5,265.5,266.4,0,265.5,266.4,195.5
1996,"April","South",828.7,1682.7,3205.6,3210,0.09,3205.69,3210.09,2783.19
1996,"May","South",3414.5,9124.2,11702.1,11739.6,0,11702.1,11739.6,8325.1
1996,"June","South",3060.7,5040.2,6231.7,6253.1,0.23,6231.71,6253.11,4104.7
1996,"July","South",7257.3,9799.1,10056.4,10056.4,0,10056.4,10056.4,2087.2
1996,"August","South",7186.1,10497.5,11500,11510.1,0,11500,11510.1,2445.7
1996,"September","South",4932.8,7279.4,7317.5,7322.7,0,7317.51,7322.71,1672.8
1996,"October","South",5919.7,6939.6,6973,6980.6,0,6973,6980.6,1824.4
1996,"November","South",551.5,1233.8,1266,1278.2,0,1266.01,1278.21,716.3
1996,"December","South",431.1,1133.825,1288.575,1298.825,0,1288.5825,1298.8325,792.7
1997,"January","South",310.7,1033.85,1311.15,1319.45,0,1311.155,1319.455,869.1
1997,"February","South",190.3,933.875,1333.725,1340.075,0,1333.7275,1340.0775,945.5
1997,"March","South",69.9,833.9,1356.3,1360.7,0,1356.3,1360.7,1021.9
1997,"April","South",968.4,3263.3,4224.8,4246.7,0,5352.92,5363.87,4185.95
1997,"May","South",4356.3,8681.2,9434.4,9562.7,0,9434.41,9562.71,4110.5
1997,"June","South",1932.6,7348.3,7852.6,7870,0.01,7852.64,7870.04,5937.44
1997,"July","South",7395.4,9800.45,9845.95,9861.05,0.015,9845.955,9861.055,2882.315
1997,"August","South",7800.4,10199.4,10224.5,10227,0,10224.5,10227,2426.6
1997,"September","South",6713.6,11807.4,17945.2,17967.3,0,17945.2,17967.3,4293.7
1997,"October","South",5356.2,8036.8,8056.7,8080.6,0,8056.7,8080.6,2724.4
1997,"November","South",5418.7,5987.6,6024.6,6154.4,0,6024.6,6154.4,1556.2
1997,"December","South",4089.425,4549.5,4722.275,4819.725,0,4722.275,4819.725,1329.05
1998,"January","South",2760.15,3111.4,3419.95,3485.05,0,3419.95,3485.05,1101.9
1998,"February","South",1430.875,1673.3,2117.625,2150.375,0,2117.625,2150.375,874.75
1998,"March","South",101.6,235.2,815.3,815.7,0,815.3,815.7,647.6
1998,"April","South",464.8,687.1,2198.2,2224.1,0,2198.25,2224.15,1239.1
1998,"May","South",1755.9,2493.7,5107,5110.6,0,5107,5110.6,3087.01
1998,"June","South",1920.4,5274.4,5332.9,5470.1,0.01,5332.92,5470.12,3317.6
1998,"July","South",3313.7,7301.1,7768,7782.2,0,7768.09,7782.29,4931.59
1998,"August","South",9759.5,15389,15750,15775.1,0,15750,15775.1,5316.02
1998,"September","South",9039.6,13797.4,14764.2,14776.2,0,14764.3,14776.3,4627.7
1998,"October","South",6079.7,8226.2,8296.1,8414.4,0,8296.1,8414.4,1218.2
1998,"November","South",2268.6,5123.4,5255.1,5342.2,0.02,5255.15,5342.25,2695.32
1998,"December","South",1715.475,3898.2,4133.45,4200.45,0.015,4133.4875,4200.4875,2145.09
1999,"January","South",1162.35,2673,3011.8,3058.7,0.01,3011.825,3058.725,1594.86
1999,"February","South",609.225,1447.8,1890.15,1916.95,0.005,1890.1625,1916.9625,1044.63
1999,"March","South",56.1,222.6,768.5,775.2,0,768.5,775.2,494.4
1999,"April","South",726.8,1463.2,7933.7,7949.1,0.03,7933.73,7949.13,5196.83
1999,"May","South",1765.55,3437.65,6044.05,6062.5,0.37,6044.48,6062.93,4297.38
1999,"June","South",4234.4,9529.9,12995.1,13073.3,0.04,12995.3,13073.5,8839.1
1999,"July","South",8835.1,23198.9,23517.4,23528.8,0.01,23517.41,23528.81,14693.71
1999,"August","South",5383.3,9077.6,9275.5,9512.3,0,9275.5,9512.3,3332.6
1999,"September","South",7552.1,10340.3,10406.4,10451.8,0,10406.4,10451.8,1172.5
1999,"October","South",6891.4,8790.1,8851.6,8964.1,0.01,8851.6,8964.1,2072.7
1999,"November","South",2861.6,4236.5,4272.8,4362,0,4272.8,4362,1500.4
1999,"December","South",2149.8125,3200.45,3321.2,3388.1625,0,3321.2,3388.1625,1238.35
2000,"January","South",1438.025,2164.4,2369.6,2414.325,0,2369.6,2414.325,976.3
2000,"February","South",726.2375,1128.35,1418,1440.4875,0,1418,1440.4875,714.25
2000,"March","South",14.45,92.3,466.4,466.65,0,466.4,466.65,452.2
2000,"April","South",570.5,1426.4,2992.5,3002.3,0.01,2992.51,3002.31,1804.34
2000,"May","South",1760.6,4592,5901.2,5943.8,0.02,5901.24,5943.84,4977.9
2000,"June","South",2679.7,12620.1,12840.8,12858.5,0.02,12840.92,12858.62,10178.92
2000,"July","South",4577.5,11606.5,11952.1,12001.2,0.38,11952.12,12001.22,8098.32
2000,"August","South",13232.4,14957.7,15144.9,15233.8,0.01,15144.9,15233.8,3765.31
2000,"September","South",1202,3168.1,3777.4,3787.2,0,3777.4,3787.2,1362.9
2000,"October","South",5594.1,7955.8,8107.8,8125.2,0.05,8107.85,8125.25,2381.6
2000,"November","South",1274.5,2781.5,2804.5,2810.3,0,2804.52,2810.32,576.3
2000,"December","South",993.75,2201.45,2293.65,2298,0,2293.665,2298.015,587.25
2001,"January","South",713,1621.4,1782.8,1785.7,0,1782.81,1785.71,598.2
2001,"February","South",432.25,1041.35,1271.95,1273.4,0,1271.955,1273.405,609.15
2001,"March","South",151.5,461.3,761.1,761.1,0,761.1,761.1,620.1
2001,"April","South",923.2,1696.5,2242.9,2249.3,0,2242.9,2249.3,1326.1
2001,"May","South",2028.6,5342.1,9922.7,9959.2,0.16,9922.87,9959.37,6632.97
2001,"June","South",4309.6,6942.7,7815.2,7830.9,0.04,7815.57,7831.27,5658.47
2001,"July","South",4163.2,5569.9,5833.8,5926.5,0.01,5833.81,5926.51,1607.3
2001,"August","South",5024.9,5990,6070,6123.9,0,6070,6123.9,1268.94
2001,"September","South",5638.3,8379.2,8436.1,8436.1,0.01,8436.17,8436.17,2611.61
2001,"October","South",2214.5,5110.3,5210.8,5249.3,0,5210.8,5249.3,1229.2
2001,"November","South",1497,4633.8,4640.6,4682.6,0,4640.6,4682.6,1164.03
2001,"December","South",1237.025,3651.7,3723.475,3755.8,0,3723.475,3755.8,1002.5975
2002,"January","South",977.05,2669.6,2806.35,2829,0,2806.35,2829,841.165
2002,"February","South",717.075,1687.5,1889.225,1902.2,0,1889.225,1902.2,679.7325
2002,"March","South",457.1,705.4,972.1,975.4,0,972.1,975.4,518.3
2002,"April","South",1111.6,2154.5,2986.3,3001.8,0,2877.6,2889.15,1888
2002,"May","South",758.1,3515.9,6538.4,6538.4,0.02,6538.42,6538.42,5749.3
2002,"June","South",3302.5,8182,9206.3,9431.7,0,9206.34,9431.74,6625.92
2002,"July","South",9462.2,16247.8,16428.7,16493.8,0.05,16428.71,16493.81,5228.31
2002,"August","South",12264.2,24300.4,26240.8,26257,0.01,26243.96,26260.16,7549.9
2002,"September","South",15509.4,20051.3,22462.8,22602.2,0.01,22462.8,22602.2,6001.81
2002,"October","South",6194.6,10307,11998.5,12037,0,11998.5,12037,5842.4
2002,"November","South",1821.7,3063,3229.6,3245.65,0,3229.6,3245.65,1971.715
2002,"December","South",1400.3,2568.5,2705.55,2717.7875,0,2705.55,2717.7875,1580.71125
2003,"January","South",978.9,2074,2181.5,2189.925,0,2181.5,2189.925,1189.7075
2003,"February","South",557.5,1579.5,1657.45,1662.0625,0,1657.45,1662.0625,798.70375
2003,"March","South",136.1,1085,1133.4,1134.2,0,1133.4,1134.2,407.7
2003,"April","South",1360.4,3514.2,4357.2,4384.1,0,4357.2,4384.1,3023.7
2003,"May","South",415.2,1693.7,3741,3748.9,0,3741,3748.9,3333.7
2003,"June","South",3523.4,10883.3,12619,12629.7,0,12619.06,12629.76,9288.4
2003,"July","South",12016,13458.1,15756,15973.4,0,15756,15973.4,5189.6
2003,"August","South",6140.5,11960.1,19768.9,19785.8,0,19768.9,19785.8,3371.6
2003,"September","South",11093.6,14727.3,15806.2,15810.3,0,15806.2,15810.3,5021.21
2003,"October","South",4312.7,4600.8,7867.1,7926.8,0,7867.1,7926.8,1082
2003,"November","South",1050.2,1684.3,1811.1,1827.8,0,1811.1,1827.8,777.6
2003,"December","South",834.05,1340.1,1523.625,1536.625,0,1523.635,1536.635,705.8
2004,"January","South",617.9,995.9,1236.15,1245.45,0,1236.17,1245.47,634
2004,"February","South",401.75,651.7,948.675,954.275,0,948.705,954.305,562.2
2004,"March","South",185.6,307.5,661.2,663.1,0,661.24,663.14,490.4
2004,"April","South",1627.8,3658.8,4558.7,4621.1,0,4558.7,4621.1,2993.3
2004,"May","South",5440.6,18165,25754.3,26018.7,0.03,25754.33,26018.73,20342.53
2004,"June","South",1599.3,6081.7,8885.85,9070.8,0.16,6394.3,6400.8,5435.8
2004,"July","South",6164.7,13723,13954.8,14003.4,0.05,13954.85,14003.45,8625.8
2004,"August","South",12012.8,18690.7,18810.9,18833.9,0,18810.9,18833.9,6821.1
2004,"September","South",10477.5,12647.3,17468.4,18516,0,17468.4,18516,8038.5
2004,"October","South",7820.7,12310.9,12638.1,12724.4,0,12638.1,12724.4,4903.7
2004,"November","South",791.3,1674.7,1696.8,1708.4,0,1696.8,1708.4,1202.6
2004,"December","South",685.75,1424.85,1481.1,1490.325,0,1481.1,1490.325,979.025
2005,"January","South",580.2,1175,1265.4,1272.25,0,1265.4,1272.25,755.45
2005,"February","South",474.65,925.15,1049.7,1054.175,0,1049.7,1054.175,531.875
2005,"March","South",369.1,675.3,834,836.1,0,834,836.1,308.3
2005,"April","South",694.8,1496.7,1613.2,1614.8,0,1613.2,1614.8,962.4
2005,"May","South",623.7,1339.6,3124.7,3132.1,0,3124.7,3132.1,2128.6
2005,"June","South",956.9,3105.4,4606,4615.1,0,4606,4615.1,4334.7
2005,"July","South",7892.6,17456.3,19869.7,19880.9,0,19869.7,19880.9,13667.9
2005,"August","South",7592.9,11419.9,11622.7,11636.7,0,11622.7,11636.7,2486.6
2005,"September","South",7938.1,10131.5,10198.1,10229.3,0,10198.1,10229.3,2698.4
2005,"October","South",3417.1,3989.3,4063.9,4088,0,4063.9,4088,1734.4
2005,"November","South",844.5,1064.8,1100.6,1107.9,0,1100.6,1107.9,421.8
2005,"December","South",641.85,813.125,965.45,971.05,0,965.45,971.05,429.8
2006,"January","South",439.2,561.45,830.3,834.2,0,830.3,834.2,437.8
2006,"February","South",236.55,309.775,695.15,697.35,0,695.15,697.35,445.8
2006,"March","South",33.9,58.1,560,560.5,0,560,560.5,453.8
2006,"April","South",65.5,149,985.8,988.1,0,985.8,988.1,922.6
2006,"May","South",450.1,727.2,1712.1,1720.6,0,1712.1,1720.6,1454.7
2006,"June","South",2184.1,10707,11158,11170.4,0.01,11158,11170.4,8773.11
2006,"July","South",6731.5,12923.3,13981,14015.6,0,13981,14015.6,8569.82
2006,"August","South",9247.6,12297.1,12636.5,13033.1,0,12636.5,13033.1,3583.4
2006,"September","South",6174.8,10208.5,10348.3,10366,0,10348.3,10366,3053.4
2006,"October","South",2068.5,2936.1,3014.5,3025.1,0,3014.5,3025.1,956.6
2006,"November","South",466.1,979,994.9,1005.5,0,994.9,1005.5,172.6
2006,"December","South",404.875,813.775,975.65,984.475,0,975.65,984.475,271.3
2007,"January","South",343.65,648.55,956.4,963.45,0,956.4,963.45,370
2007,"February","South",282.425,483.325,937.15,942.425,0,937.15,942.425,468.7
2007,"March","South",221.2,318.1,917.9,921.4,0,917.9,921.4,567.4
2007,"April","South",2501.8,4563.1,4809.3,4820,0,4809.3,4820,2318.2
2007,"May","South",2398.4,8832.5,18314.9,18340.7,0,18314.9,18340.7,10482.7
2007,"June","South",5054.6,12710.7,15345.4,15354.8,0.02,15345.4,15354.8,11371.6
2007,"July","South",4710.7,8247.1,8408.6,8447.7,0.02,8408.62,8447.72,4834.12
2007,"August","South",4215.8,7149,7345.5,7435.9,0,7345.5,7435.9,2502.2
2007,"September","South",4554.7,6307.7,6385,6437.3,0,6385,6437.3,3197.4
2007,"October","South",3395.8,5594.3,5754.5,5773.7,0,5754.5,5773.7,2432.7
2007,"November","South",2108.7,4006,4125.6,4150,0,4125.6,4150,2006
2007,"December","South",1637.775,3236.65,3398.675,3420.6,0,3398.675,3420.6,1632.925
2008,"January","South",1166.85,2467.3,2671.75,2691.2,0,2671.75,2691.2,1259.85
2008,"February","South",695.925,1697.95,1944.825,1961.8,0,1944.825,1961.8,886.775
2008,"March","South",225,928.6,1217.9,1232.4,0,1217.9,1232.4,513.7
2008,"April","South",2511.7,4564.5,8367,8532.3,0,8367,8532.3,5843.8
2008,"May","South",3752.2,14434.3,21519.2,21571.6,0.01,21519.2,21571.6,11870.4
2008,"June","South",2808.2,11861.2,12059.3,12060.4,0.27,12059.79,12060.89,8286.12
2008,"July","South",3434.4,14464.7,14683.6,14692.2,0.02,14683.69,14692.29,8853.32
2008,"August","South",5326.9,10762.1,12798,12807.5,0,12798.02,12807.52,5886.7
2008,"September","South",5622.5,13419.5,13768.9,13781.8,0,13768.9,13781.8,8354.02
2008,"October","South",10481.2,19236.9,20756.6,20783.8,0,20756.6,20783.8,10302.6
2008,"November","South",855.4,3874.8,3917.4,3925.9,0,3917.4,3925.9,2668.9
2008,"December","South",664.275,3039.75,3103.1,3109.525,0,3103.1,3109.525,2153.4
2009,"January","South",473.15,2204.7,2288.8,2293.15,0,2288.8,2293.15,1637.9
2009,"February","South",282.025,1369.65,1474.5,1476.775,0,1474.5,1476.775,1122.4
2009,"March","South",90.9,534.6,660.2,660.4,0,660.2,660.4,606.9
2009,"April","South",1864.9,3001.4,4287.5,4307.2,0,4287.5,4307.2,2442.3
2009,"May","South",3244.3,5707.6,6408.2,6492,0,6408.2,6492,4247.4
2009,"June","South",4173.9,11293.6,13423.1,13450.3,0,13423.1,13450.3,10364.9
2009,"July","South",4088.4,8643.5,8810.9,8829.6,0,8810.9,8829.6,5672.2
2009,"August","South",10564.8,16601.9,18000.5,18068.7,0,18000.5,18068.7,4910.9
2009,"September","South",6890,8970.5,13829.3,13859,0,13829.3,13859,6770.3
2009,"October","South",5260.6,13001.1,13412.2,13456.8,0,13412.2,13456.8,7198.2
2009,"November","South",2625.3,5242,6376,6409.3,0,6376,6409.3,2790.4
