"Date","OUTFLOW","OMR","X2_prev","X2_current"
1921-11-30,11439.9503490712,500.957356801415,76.924,80.06975
1921-12-31,27772.3903878801,2332.93365721842,80.06975,78.861534
1922-01-31,26253.0562549577,1956.4505416921,78.861534,81.16376
1922-02-28,75683.4049995766,6675.12162895495,81.16376,80.0681
1922-03-31,52291.847531626,4490.43525695426,80.0681,80.06956
1922-04-30,43006.8112861724,3741.17621834567,80.06956,80.069984
1922-05-31,40965.218344398,3399.68381668039,80.069984,80.070076
1922-06-30,15920.8365721294,2528.93047961706,80.070076,80.070465
1922-07-31,8000,-116.826054279261,80.070465,80.07055
1922-08-31,7235.26553880053,-550.070439452616,80.07055,80.07055
1922-09-30,9443.44696455659,-302.76532154058,80.07055,80.07054
1922-10-31,9944.21524697232,641.421291128674,80.07054,80.07054
1922-11-30,19087.5017422493,1471.86572798072,80.07054,80.07044
1922-12-31,71888.6051431407,2894.90291145556,80.07044,80.06842
1923-01-31,47490.070801344,3490.33468635648,80.06842,80.06985
1923-02-28,28687.5901364696,3511.33994803512,80.06985,80.070305
1923-03-31,17097.0692405147,2124.09111716953,80.070305,80.07047
1923-04-30,32576.494900736,3489.66322218938,80.07047,80.070274
1923-05-31,13473.9534297732,1311.28162892124,80.070274,80.0705
1923-06-30,7681.95911148118,80.9383903003401,80.0705,80.07055
1923-07-31,6500,-447.351646969293,80.07055,80.07055
1923-08-31,4692.61556026739,-693.995594257961,80.07055,80.07056
1923-09-30,10705.1809279972,67.9568551691659,80.07056,80.07054
1923-10-31,9041.65386926499,390.056484149512,80.07054,80.07055
1923-11-30,11201.9625352548,622.58724368312,80.07055,80.070526
1923-12-31,9597.54846694087,446.535803599299,80.070526,80.07053
1924-01-31,15583.1609058633,952.158960972689,80.07053,80.07051
1924-02-29,19511.7160684715,1080.08303531454,80.07051,80.07045
1924-03-31,11400,956.96001623765,80.07045,80.07053
1924-04-30,6239.78755030013,576.611748449391,80.07053,80.07056
1924-05-31,5404.58721726378,-53.3727932071267,80.07056,80.07056
1924-06-30,3000,-528.268230982288,80.07056,80.070564
1924-07-31,3000,-1055.59347870991,80.070564,80.070564
1924-08-31,3000,-851.066347446848,80.070564,80.070564
1924-09-30,5205.88737534601,-557.223743500895,80.070564,80.07056
1924-10-31,8471.78813417032,214.793991389322,80.07056,80.07056
1924-11-30,9670.99909435906,723.243646020573,80.07056,80.07054
1924-12-31,14363.1057178213,767.484670670773,80.07054,80.0705
1925-01-31,14567.9593732658,692.866475963031,80.0705,80.07049
1925-02-28,90131.065645706,1865.20939032969,80.07049,80.06596
1925-03-31,23516.4285407729,970.8727598789,80.06596,80.07023
1925-04-30,31870.2197835061,1513.40696142771,80.07023,80.07028
1925-05-31,16266.9441128119,942.709993440576,80.07028,80.07048
1925-06-30,4587.34872173891,-307.006378244438,80.07048,80.07056
1925-07-31,5000,-1052.95245388721,80.07056,80.070564
1925-08-31,4073.66391493132,-953.216281180317,80.070564,80.070564
1925-09-30,8988.33437755752,-539.178807030977,80.070564,80.07054
1925-10-31,7300.50351812256,95.5857767361383,80.07054,80.07055
1925-11-30,11860.1702919555,446.976758211805,80.07055,80.07053
1925-12-31,11021.6879131715,468.485482774313,80.07053,80.07052
1926-01-31,20699.9902409685,931.272673520251,80.07052,80.07046
1926-02-28,72414.07951056,2188.42018713226,80.07046,80.06847
1926-03-31,15654.7571384118,905.274105256677,80.06847,80.070404
1926-04-30,28265.3691098622,1615.48195503195,80.070404,80.070335
1926-05-31,10922.581,250.314407219831,80.070335,80.07052
1926-06-30,4000,-429.760628837403,80.07052,80.07056
1926-07-31,5000,-1068.85247951334,80.07056,80.07056
1926-08-31,3500,-889.854274482656,80.07056,80.070564
1926-09-30,7443.14020828076,-510.663610226686,80.070564,80.07055
1926-10-31,7312.3220930199,78.828274268197,80.07055,80.07056
1926-11-30,30951.9440062689,1609.66960491712,80.07056,80.0703
1926-12-31,29271.598315521,476.46411000729,80.0703,80.07031
1927-01-31,48988.2443965487,1000.68251734366,80.07031,80.06986
1927-02-28,190522.730628121,2980.70192700873,80.06986,79.70725
1927-03-31,59051.8627641098,2305.18341662275,79.70725,80.06615
1927-04-30,57611.2323786531,3014.68201416894,80.06615,80.069435
1927-05-31,15718.6552849384,1751.29113210392,80.069435,80.07049
1927-06-30,8021.45309286981,195.97893856836,80.07049,80.07055
1927-07-31,8000,-687.928768996149,80.07055,80.07055
1927-08-31,4554.31033380307,-744.974856770949,80.07055,80.07056
1927-09-30,9121.45792755078,-273.550546648215,80.07056,80.07055
1927-10-31,10861.0217601353,791.523293164099,80.07055,80.07055
1927-11-30,16186.7818135539,699.153847269005,80.07055,80.07049
1927-12-31,29211.6671635306,904.139889599473,80.07049,80.07033
1928-01-31,25630.4922788116,1130.8215863463,80.07033,80.07037
1928-02-29,33490.5777757149,1811.40758908961,80.07037,80.07026
1928-03-31,116567.555918344,3948.07567606759,80.07026,80.05558
1928-04-30,37569.4617860027,2042.30595271883,80.05558,80.06981
1928-05-31,12314.6509694863,810.518169237131,80.06981,80.07052
1928-06-30,5490.36889920772,-222.690614136938,80.07052,80.07056
1928-07-31,8000,-643.334280253849,80.07056,80.07056
1928-08-31,4573.66415412913,-714.015315945715,80.07056,80.070564
1928-09-30,7692.02167200906,-608.721180861527,80.070564,80.07056
1928-10-31,7285.19905049713,46.2475487075179,80.07056,80.07056
1928-11-30,14134.2772005498,983.42655786375,80.07056,80.07051
1928-12-31,13686.9310618499,703.921492787558,80.07051,80.07051
