"Date","OUTFLOW","OMR","X2_prev","X2_current"
1921-11-30,4500,-8547.34040302437,80.06121,82.99984
1921-12-31,17496.2101349324,-5290.32258064516,82.99984,75.01802
1922-01-31,18968.3014816729,-4343.38709677419,75.01802,67.40165
1922-02-28,57917.9656644191,-4550,67.40165,56.266884
1922-03-31,42509.5901839688,-3575,56.266884,57.161205
1922-04-30,31954.6581969107,-3995,57.161205,60.04897
1922-05-31,31753.0854554967,-3978.72375419947,60.04897,60.693115
1922-06-30,8943.99646140694,-4231.11848085269,60.693115,72.92207
1922-07-31,8244.12377929688,-9426.26882771442,72.92207,81.21411
1922-08-31,6189.16282148437,-9691.82349467049,81.21411,83.56504
1922-09-30,11250,-7480.0658956014,83.56504,79.9823
1922-10-31,9062.5,-5015.10954876548,79.9823,79.91457
1922-11-30,7573.69332651825,-8614.08130392169,79.91457,82.9196
1922-12-31,42286.2527831563,-5290.32258064516,82.9196,61.215794
1923-01-31,33412.517554005,-4343.38709677419,61.215794,59.787
1923-02-28,19030.5580121888,-3741.07142857143,59.787,64.918625
1923-03-31,12120.023964041,-3500,64.918625,71.97426
1923-04-30,23968.0421781683,-3066.23705221112,71.97426,66.22487
1923-05-31,12124.193,-3343.41927293619,66.22487,71.74307
1923-06-30,6718.75,-4475,71.74307,81.00031
1923-07-31,6935.82496091465,-9402.53009480168,81.00031,83.94286
1923-08-31,4000,-9374.85467274358,83.94286,87.055504
1923-09-30,4523.32499445479,-7436.31915331217,87.055504,89.70426
1923-10-31,4000.73190563146,-5973.91638884734,89.70426,91.174774
1923-11-30,6047.6491149162,-5122.81896653904,91.174774,91.03222
1923-12-31,7595.359314715,-2494.30478782953,91.03222,88.12065
1924-01-31,9598.98256078846,-4775,88.12065,84.344124
1924-02-29,13315.2858201476,-4625,84.344124,79.01659
1924-03-31,7103.49559728126,-1310.61415313385,79.01659,80.397575
1924-04-30,5020.55085519139,-697.495407177784,80.397575,85.37687
1924-05-31,4354.58064516777,-1618.05117977217,85.37687,91.09753
1924-06-30,3694.62562773236,-1467.52647050279,91.09753,92.35317
1924-07-31,3000,-1900.16895584394,92.35317,93.62562
1924-08-31,3000,-1740.08042563109,93.62562,93.91603
1924-09-30,3857.37070719735,-2263.80532270319,93.91603,92.50894
1924-10-31,3236.26961828075,-5011.37524389587,92.50894,93.48203
1924-11-30,5915.31601147939,-2561.54570079553,93.48203,92.3864
1924-12-31,8661.38436119114,-4106.80338416054,92.3864,87.82172
1925-01-31,8237.00183963854,-4625,87.82172,85.067825
1925-02-28,79997.5459913608,-4035.71428571429,85.067825,55.946636
1925-03-31,17971.773,-3905,55.946636,64.26301
1925-04-30,25284.1654679383,-2581.63709694789,64.26301,63.78614
1925-05-31,13339.146030899,-2465.6705588075,63.78614,70.077484
1925-06-30,6779.1665,-4400,70.077484,80.358345
1925-07-31,5000,-7678.07168025488,80.358345,85.38384
1925-08-31,3500,-3855.51790435586,85.38384,88.719345
1925-09-30,3114.77002228407,-7252.64724587326,88.719345,92.1349
1925-10-31,5524.96253638219,-2162.88781106778,92.1349,90.93581
1925-11-30,4731.92793267382,-5083.81347055679,90.93581,91.43847
1925-12-31,6745.98167383103,-2713.78342434044,91.43847,90.483154
1926-01-31,15221.0489694442,-4055,90.483154,79.79037
1926-02-28,44789.3052528712,-3808.03571428571,79.79037,59.353157
1926-03-31,17391.129,-3804.90582956994,59.353157,65.30952
1926-04-30,20815.8443159076,-2400.07777365292,65.30952,66.17359
1926-05-31,11487.097,-3245.94950542317,66.17359,73.162254
1926-06-30,7100,-4400,73.162254,81.156105
1926-07-31,5000,-4997.88158105731,81.156105,85.34695
1926-08-31,3500,-2459.96017476229,85.34695,88.99909
1926-09-30,3000,-5234.69927442014,88.99909,92.41065
1926-10-31,4108.99775468997,-2922.64979298773,92.41065,92.68057
1926-11-30,16289.2226353705,-8515.66756164773,92.68057,80.031364
1926-12-31,13173.650904187,-5290.32258064516,80.031364,73.70049
1927-01-31,37785.4544601848,-3875.96774193548,73.70049,60.962257
1927-02-28,170947.825571737,-4175,60.962257,51.58819
1927-03-31,50934.3294167159,-3575,51.58819,55.878933
1927-04-30,49374.1431029598,-3994.53462549714,55.878933,56.25559
1927-05-31,16399.193,-4015.00555999581,56.25559,66.26469
1927-06-30,6937.31549136203,-4505,66.26469,78.526276
1927-07-31,9746.31396430266,-10407.6551791862,78.526276,80.82148
1927-08-31,5651.2095,-10772.5971911756,80.82148,82.76084
1927-09-30,10937.5,-4349.02391924434,82.76084,80.060844
1927-10-31,7968.75,-5040.81875091642,80.060844,79.98956
1927-11-30,5548.64465341794,-9549.79948499905,79.98956,84.75844
1927-12-31,5337.31800738048,-9060.18394122073,84.75844,86.93511
1928-01-31,18416.9939961419,-3645.16129032258,86.93511,76.15277
1928-02-29,19634.6459276042,-4040.51724137931,76.15277,67.01101
1928-03-31,90729.3873855421,-3500,67.01101,54.147728
1928-04-30,30115.46436208,-3148.98316058816,54.147728,60.03888
1928-05-31,12600.807,-3249.59820941437,60.03888,70.28719
1928-06-30,7700.68749883361,-4490,70.28719,79.59065
1928-07-31,10085.3848625073,-9081.72150552409,79.59065,80.295296
1928-08-31,5580.645,-11215.6866887918,80.295296,83.30227
1928-09-30,11406.25,-4841.72049734763,83.30227,80.01975
1928-10-31,8750,-2629.20642087624,80.01975,80.00376
1928-11-30,6268.99201363554,-8320.86514092339,80.00376,84.59892
1928-12-31,5028.65781210008,-7368.85204246706,84.59892,87.09137
1929-01-31,8420.61180353615,-4745,87.09137,86.422295
1929-02-28,15895.3361748949,-3580.35714285714,86.422295,78.452995
1929-03-31,8687.49709403842,-3607.02706220537,78.452995,77.254425
1929-04-30,7099.99999999999,-741.627783329971,77.254425,82.25845
1929-05-31,4292.60676085365,-2094.38312124598,82.25845,87.29379
1929-06-30,3000,-1784.66244638147,87.29379,91.024254
1929-07-31,3000,-1889.05619781675,91.024254,93.7639
1929-08-31,3000,-1721.58741335718,93.7639,93.56852
1929-09-30,3778.28727745105,-2745.72245436727,93.56852,92.64941
1929-10-31,3000,-2160.7774990356,92.64941,93.72466
1929-11-30,4190.39901887157,-1447.57760057536,93.72466,94.10038
1929-12-31,15677.83506039,-5290.32258064516,94.10038,81.7235
1930-01-31,26957.866160252,-4262.09677419355,81.7235,64.705925
1930-02-28,18290.178,-1761.2329802158,64.705925,65.96562
1930-03-31,28689.5934968931,-3905,65.96562,62.46358
1930-04-30,12375,-2295.9384049997,62.46358,70.07917
